"keyfield","sav_spec","rep","height","pc","surv_meth","pc_meth","crew_grass"
"201207141040-270","Syringodium",4,NA,0,NA,NA,NA
"201207141040-270","Syringodium",5,NA,0,NA,NA,NA
"201207141040-270","Syringodium",6,NA,0,NA,NA,NA
"201207141040-270","Syringodium",7,NA,0,NA,NA,NA
"201207141040-270","Syringodium",8,NA,0,NA,NA,NA
"201207141040-270","Syringodium",9,NA,0,NA,NA,NA
"201207141040-270","Halodule",1,NA,0,NA,NA,NA
"201207141040-270","Halodule",2,NA,0,NA,NA,NA
"201207141040-270","Halodule",3,NA,0,NA,NA,NA
"201207141040-270","Halodule",4,NA,0,NA,NA,NA
"201207141040-270","Halodule",5,NA,0,NA,NA,NA
"201207141040-270","Halodule",6,NA,0,NA,NA,NA
"201207141040-270","Halodule",7,NA,0,NA,NA,NA
"201207141040-270","Halodule",8,NA,0,NA,NA,NA
"201207141040-270","Halodule",9,NA,0,NA,NA,NA
"201207141040-270","Macroalgae",1,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",2,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",3,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",4,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",5,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",6,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",7,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",8,NA,NA,NA,NA,NA
"201207141040-270","Macroalgae",9,NA,NA,NA,NA,NA
"201207141100-269","Thalassia",1,50,38,NA,NA,NA
"201207141100-269","Thalassia",2,50,3,NA,NA,NA
"201207141100-269","Thalassia",3,NA,0,NA,NA,NA
"201207141100-269","Thalassia",4,NA,0,NA,NA,NA
"201207141100-269","Thalassia",5,40,3,NA,NA,NA
"201207141100-269","Thalassia",6,40,1,NA,NA,NA
"201207141100-269","Thalassia",7,50,3,NA,NA,NA
"201207141100-269","Thalassia",8,50,15,NA,NA,NA
"201207141100-269","Thalassia",9,50,3,NA,NA,NA
"201207141100-269","Syringodium",1,NA,0,NA,NA,NA
"201207141100-269","Syringodium",2,NA,0,NA,NA,NA
"201207141100-269","Syringodium",3,40,3,NA,NA,NA
"201207141100-269","Syringodium",4,50,3,NA,NA,NA
"201207141100-269","Syringodium",5,40,15,NA,NA,NA
"201207141100-269","Syringodium",6,NA,0,NA,NA,NA
"201207141100-269","Syringodium",7,NA,0,NA,NA,NA
"201207141100-269","Syringodium",8,NA,0,NA,NA,NA
"201207141100-269","Syringodium",9,NA,0,NA,NA,NA
"201207141100-269","Halodule",1,30,38,NA,NA,NA
"201207141100-269","Halodule",2,20,63,NA,NA,NA
"201207141100-269","Halodule",3,20,63,NA,NA,NA
"201207141100-269","Halodule",4,35,88,NA,NA,NA
"201207141100-269","Halodule",5,30,88,NA,NA,NA
"201207141100-269","Halodule",6,30,63,NA,NA,NA
"201207141100-269","Halodule",7,30,63,NA,NA,NA
"201207141100-269","Halodule",8,30,88,NA,NA,NA
"201207141100-269","Halodule",9,30,88,NA,NA,NA
"201207141100-269","Macroalgae",1,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",2,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",3,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",4,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",5,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",6,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",7,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",8,NA,NA,NA,NA,NA
"201207141100-269","Macroalgae",9,NA,NA,NA,NA,NA
"201207141023-271","Thalassia",1,20,15,NA,NA,NA
"201207141023-271","Thalassia",2,25,15,NA,NA,NA
"201207141023-271","Thalassia",3,25,15,NA,NA,NA
"201207141023-271","Thalassia",4,25,15,NA,NA,NA
"201207141023-271","Thalassia",5,25,15,NA,NA,NA
"201207141023-271","Thalassia",6,20,15,NA,NA,NA
"201207141023-271","Thalassia",7,25,15,NA,NA,NA
"201207141023-271","Thalassia",8,25,15,NA,NA,NA
"201207141023-271","Thalassia",9,25,15,NA,NA,NA
"201207141023-271","Syringodium",1,NA,0,NA,NA,NA
"201207141023-271","Syringodium",2,NA,0,NA,NA,NA
"201207141023-271","Syringodium",3,NA,0,NA,NA,NA
"201207141023-271","Syringodium",4,NA,0,NA,NA,NA
"201207141023-271","Syringodium",5,NA,0,NA,NA,NA
"201207141023-271","Syringodium",6,NA,0,NA,NA,NA
"201207141023-271","Syringodium",7,NA,0,NA,NA,NA
"201207141023-271","Syringodium",8,NA,0,NA,NA,NA
"201207141023-271","Syringodium",9,NA,0,NA,NA,NA
"201207141023-271","Halodule",1,NA,0,NA,NA,NA
"201207141023-271","Halodule",2,NA,0,NA,NA,NA
"201207141023-271","Halodule",3,NA,0,NA,NA,NA
"201207141023-271","Halodule",4,NA,0,NA,NA,NA
"201207141023-271","Halodule",5,NA,0,NA,NA,NA
"201207141023-271","Halodule",6,NA,0,NA,NA,NA
"201207141023-271","Halodule",7,NA,0,NA,NA,NA
"201207141023-271","Halodule",8,NA,0,NA,NA,NA
"201207141023-271","Halodule",9,NA,0,NA,NA,NA
"201207141023-271","Macroalgae",1,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",2,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",3,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",4,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",5,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",6,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",7,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",8,NA,NA,NA,NA,NA
"201207141023-271","Macroalgae",9,NA,NA,NA,NA,NA
"201207141208-283","Thalassia",1,30,38,NA,NA,NA
"201207141208-283","Thalassia",2,30,38,NA,NA,NA
"201207141208-283","Thalassia",3,35,63,NA,NA,NA
"201207141208-283","Thalassia",4,35,63,NA,NA,NA
"201207141208-283","Thalassia",5,35,63,NA,NA,NA
"201207141208-283","Thalassia",6,35,88,NA,NA,NA
"201207141208-283","Thalassia",7,40,63,NA,NA,NA
"201207141208-283","Thalassia",8,35,88,NA,NA,NA
"201207141208-283","Thalassia",9,35,63,NA,NA,NA
"201207141208-283","Syringodium",1,NA,0,NA,NA,NA
"201207141208-283","Syringodium",2,NA,0,NA,NA,NA
"201207141208-283","Syringodium",3,NA,0,NA,NA,NA
"201207141208-283","Syringodium",4,NA,0,NA,NA,NA
"201207141208-283","Syringodium",5,NA,0,NA,NA,NA
"201207141208-283","Syringodium",6,NA,0,NA,NA,NA
"201207141208-283","Syringodium",7,NA,0,NA,NA,NA
"201207141208-283","Syringodium",8,NA,0,NA,NA,NA
"201207141208-283","Syringodium",9,NA,0,NA,NA,NA
"201207141208-283","Halodule",1,NA,0,NA,NA,NA
"201207141208-283","Halodule",2,NA,0,NA,NA,NA
"201207141208-283","Halodule",3,NA,0,NA,NA,NA
"201207141208-283","Halodule",4,NA,0,NA,NA,NA
"201207141208-283","Halodule",5,NA,0,NA,NA,NA
"201207141208-283","Halodule",6,NA,0,NA,NA,NA
"201207141208-283","Halodule",7,NA,0,NA,NA,NA
"201207141208-283","Halodule",8,NA,0,NA,NA,NA
"201207141208-283","Halodule",9,NA,0,NA,NA,NA
"201207141208-283","Macroalgae",1,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",2,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",3,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",4,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",5,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",6,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",7,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",8,NA,NA,NA,NA,NA
"201207141208-283","Macroalgae",9,NA,NA,NA,NA,NA
"201207141007-284","Thalassia",1,30,15,NA,NA,NA
"201207141007-284","Thalassia",2,30,15,NA,NA,NA
"201207141007-284","Thalassia",3,30,15,NA,NA,NA
"201207141007-284","Thalassia",4,30,63,NA,NA,NA
"201207141007-284","Thalassia",5,30,38,NA,NA,NA
"201207141007-284","Thalassia",6,30,15,NA,NA,NA
"201207141007-284","Thalassia",7,30,15,NA,NA,NA
"201207141007-284","Thalassia",8,30,15,NA,NA,NA
"201207141007-284","Thalassia",9,30,15,NA,NA,NA
"201207141007-284","Syringodium",1,NA,0,NA,NA,NA
"201207141007-284","Syringodium",2,NA,0,NA,NA,NA
"201207141007-284","Syringodium",3,NA,0,NA,NA,NA
"201207141007-284","Syringodium",4,NA,0,NA,NA,NA
"201207141007-284","Syringodium",5,NA,0,NA,NA,NA
"201207141007-284","Syringodium",6,NA,0,NA,NA,NA
"201207141007-284","Syringodium",7,NA,0,NA,NA,NA
"201207141007-284","Syringodium",8,NA,0,NA,NA,NA
"201207141007-284","Syringodium",9,NA,0,NA,NA,NA
"201207141007-284","Halodule",1,NA,0,NA,NA,NA
"201207141007-284","Halodule",2,NA,0,NA,NA,NA
"201207141007-284","Halodule",3,NA,0,NA,NA,NA
"201207141007-284","Halodule",4,NA,0,NA,NA,NA
"201207141007-284","Halodule",5,NA,0,NA,NA,NA
"201207141007-284","Halodule",6,NA,0,NA,NA,NA
"201207141007-284","Halodule",7,NA,0,NA,NA,NA
"201207141007-284","Halodule",8,NA,0,NA,NA,NA
"201207141007-284","Halodule",9,NA,0,NA,NA,NA
"201207141007-284","Macroalgae",1,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",2,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",3,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",4,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",5,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",6,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",7,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",8,NA,NA,NA,NA,NA
"201207141007-284","Macroalgae",9,NA,NA,NA,NA,NA
"201207141328-290","Thalassia",1,30,38,NA,NA,NA
"201207141328-290","Thalassia",2,30,38,NA,NA,NA
"201207141328-290","Thalassia",3,30,15,NA,NA,NA
"201207141328-290","Thalassia",4,30,63,NA,NA,NA
"201207141328-290","Thalassia",5,25,15,NA,NA,NA
"201207141328-290","Thalassia",6,25,15,NA,NA,NA
"201207141328-290","Thalassia",7,30,63,NA,NA,NA
"201207141328-290","Thalassia",8,30,38,NA,NA,NA
"201207141328-290","Thalassia",9,30,15,NA,NA,NA
"201207141328-290","Syringodium",1,30,3,NA,NA,NA
"201207141328-290","Syringodium",2,NA,0,NA,NA,NA
"201207141328-290","Syringodium",3,NA,0,NA,NA,NA
"201207141328-290","Syringodium",4,NA,0,NA,NA,NA
"201207141328-290","Syringodium",5,NA,0,NA,NA,NA
"201207141328-290","Syringodium",6,NA,0,NA,NA,NA
"201207141328-290","Syringodium",7,NA,0,NA,NA,NA
"201207141328-290","Syringodium",8,NA,0,NA,NA,NA
"201207141328-290","Syringodium",9,NA,0,NA,NA,NA
"201207141328-290","Halodule",1,NA,0,NA,NA,NA
"201207141328-290","Halodule",2,NA,0,NA,NA,NA
"201207141328-290","Halodule",3,NA,0,NA,NA,NA
"201207141328-290","Halodule",4,NA,0,NA,NA,NA
"201207141328-290","Halodule",5,NA,0,NA,NA,NA
"201207141328-290","Halodule",6,NA,0,NA,NA,NA
"201207141328-290","Halodule",7,NA,0,NA,NA,NA
"201207141328-290","Halodule",8,20,15,NA,NA,NA
"201207141328-290","Halodule",9,NA,0,NA,NA,NA
"201207141328-290","Macroalgae",1,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",2,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",3,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",4,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",5,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",6,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",7,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",8,NA,NA,NA,NA,NA
"201207141328-290","Macroalgae",9,NA,NA,NA,NA,NA
"201207141159-294","Thalassia",1,30,3,NA,NA,NA
"201207141159-294","Thalassia",2,35,15,NA,NA,NA
"201207141159-294","Thalassia",3,35,3,NA,NA,NA
"201207141159-294","Thalassia",4,35,15,NA,NA,NA
"201207141159-294","Thalassia",5,30,15,NA,NA,NA
"201207141159-294","Thalassia",6,30,15,NA,NA,NA
"201207141159-294","Thalassia",7,30,15,NA,NA,NA
"201207141159-294","Thalassia",8,30,15,NA,NA,NA
"201207141159-294","Thalassia",9,30,15,NA,NA,NA
"201207141159-294","Syringodium",1,NA,0,NA,NA,NA
"201207141159-294","Syringodium",2,NA,0,NA,NA,NA
"201207141159-294","Syringodium",3,NA,0,NA,NA,NA
"201207141159-294","Syringodium",4,NA,0,NA,NA,NA
"201207141159-294","Syringodium",5,NA,0,NA,NA,NA
"201207141159-294","Syringodium",6,NA,0,NA,NA,NA
"201207141159-294","Syringodium",7,NA,0,NA,NA,NA
"201207141159-294","Syringodium",8,NA,0,NA,NA,NA
"201207141159-294","Syringodium",9,NA,0,NA,NA,NA
"201207141159-294","Halodule",1,NA,0,NA,NA,NA
"201207141159-294","Halodule",2,NA,0,NA,NA,NA
"201207141159-294","Halodule",3,NA,0,NA,NA,NA
"201207141159-294","Halodule",4,NA,0,NA,NA,NA
"201207141159-294","Halodule",5,NA,0,NA,NA,NA
"201207141159-294","Halodule",6,NA,0,NA,NA,NA
"201207141159-294","Halodule",7,NA,0,NA,NA,NA
"201207141159-294","Halodule",8,NA,0,NA,NA,NA
"201207141159-294","Halodule",9,NA,0,NA,NA,NA
"201207141159-294","Macroalgae",1,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",2,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",3,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",4,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",5,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",6,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",7,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",8,NA,NA,NA,NA,NA
"201207141159-294","Macroalgae",9,NA,NA,NA,NA,NA
"201207141251-281","Thalassia",1,35,63,NA,NA,NA
"201207141251-281","Thalassia",2,35,63,NA,NA,NA
"201207141251-281","Thalassia",3,35,38,NA,NA,NA
"201207141251-281","Thalassia",4,40,88,NA,NA,NA
"201207141251-281","Thalassia",5,40,63,NA,NA,NA
"201207141251-281","Thalassia",6,40,15,NA,NA,NA
"201207141251-281","Thalassia",7,40,63,NA,NA,NA
"201207141251-281","Thalassia",8,40,88,NA,NA,NA
"201207141251-281","Thalassia",9,40,88,NA,NA,NA
"201207141251-281","Syringodium",1,NA,0,NA,NA,NA
"201207141251-281","Syringodium",2,NA,0,NA,NA,NA
"201207141251-281","Syringodium",3,NA,0,NA,NA,NA
"201207141251-281","Syringodium",4,NA,0,NA,NA,NA
"201207141251-281","Syringodium",5,NA,0,NA,NA,NA
"201207141251-281","Syringodium",6,40,3,NA,NA,NA
"201207141251-281","Syringodium",7,50,3,NA,NA,NA
"201207141251-281","Syringodium",8,50,1,NA,NA,NA
"201207141251-281","Syringodium",9,50,1,NA,NA,NA
"201207141251-281","Halodule",1,NA,0,NA,NA,NA
"201207141251-281","Halodule",2,NA,0,NA,NA,NA
"201207141251-281","Halodule",3,NA,0,NA,NA,NA
"201207141251-281","Halodule",4,NA,0,NA,NA,NA
"201207141251-281","Halodule",5,30,15,NA,NA,NA
"201207141251-281","Halodule",6,20,38,NA,NA,NA
"201207141251-281","Halodule",7,NA,0,NA,NA,NA
"201207141251-281","Halodule",8,NA,0,NA,NA,NA
"201207141251-281","Halodule",9,NA,0,NA,NA,NA
"201207141251-281","Macroalgae",1,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",2,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",3,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",4,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",5,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",6,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",7,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",8,NA,NA,NA,NA,NA
"201207141251-281","Macroalgae",9,NA,NA,NA,NA,NA
"201207141402-302","Thalassia",1,30,15,NA,NA,NA
"201207141402-302","Thalassia",2,30,15,NA,NA,NA
"201207141402-302","Thalassia",3,30,38,NA,NA,NA
"201207141402-302","Thalassia",4,30,15,NA,NA,NA
"201207141402-302","Thalassia",5,30,38,NA,NA,NA
"201207141402-302","Thalassia",6,30,38,NA,NA,NA
"201207141402-302","Thalassia",7,30,38,NA,NA,NA
"201207141402-302","Thalassia",8,30,38,NA,NA,NA
"201207141402-302","Thalassia",9,30,38,NA,NA,NA
"201207141402-302","Syringodium",1,NA,0,NA,NA,NA
"201207141402-302","Syringodium",2,NA,0,NA,NA,NA
"201207141402-302","Syringodium",3,NA,0,NA,NA,NA
"201207141402-302","Syringodium",4,NA,0,NA,NA,NA
"201207141402-302","Syringodium",5,NA,0,NA,NA,NA
"201207141402-302","Syringodium",6,NA,0,NA,NA,NA
"201207141402-302","Syringodium",7,NA,0,NA,NA,NA
"201207141402-302","Syringodium",8,NA,0,NA,NA,NA
"201207141402-302","Syringodium",9,NA,0,NA,NA,NA
"201207141402-302","Halodule",1,NA,0,NA,NA,NA
"201207141402-302","Halodule",2,NA,0,NA,NA,NA
"201207141402-302","Halodule",3,NA,0,NA,NA,NA
"201207141402-302","Halodule",4,NA,0,NA,NA,NA
"201207141402-302","Halodule",5,NA,0,NA,NA,NA
"201207141402-302","Halodule",6,NA,0,NA,NA,NA
"201207141402-302","Halodule",7,NA,0,NA,NA,NA
"201207141402-302","Halodule",8,NA,0,NA,NA,NA
"201207141402-302","Halodule",9,NA,0,NA,NA,NA
"201207141402-302","Macroalgae",1,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",2,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",3,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",4,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",5,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",6,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",7,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",8,NA,NA,NA,NA,NA
"201207141402-302","Macroalgae",9,NA,NA,NA,NA,NA
"201207141417-303","Thalassia",1,NA,0,NA,NA,NA
"201207141417-303","Thalassia",2,NA,0,NA,NA,NA
"201207141417-303","Thalassia",3,30,3,NA,NA,NA
"201207141417-303","Thalassia",4,30,15,NA,NA,NA
"201207141417-303","Thalassia",5,30,3,NA,NA,NA
"201207141417-303","Thalassia",6,NA,0,NA,NA,NA
"201207141417-303","Thalassia",7,30,38,NA,NA,NA
"201207141417-303","Thalassia",8,30,15,NA,NA,NA
"201207141417-303","Thalassia",9,30,15,NA,NA,NA
"201207141417-303","Syringodium",1,NA,0,NA,NA,NA
"201207141417-303","Syringodium",2,NA,0,NA,NA,NA
"201207141417-303","Syringodium",3,NA,0,NA,NA,NA
"201207141417-303","Syringodium",4,NA,0,NA,NA,NA
"201207141417-303","Syringodium",5,NA,0,NA,NA,NA
"201207141417-303","Syringodium",6,NA,0,NA,NA,NA
"201207141417-303","Syringodium",7,NA,0,NA,NA,NA
"201207141417-303","Syringodium",8,NA,0,NA,NA,NA
"201207141417-303","Syringodium",9,NA,0,NA,NA,NA
"201207141417-303","Halodule",1,20,15,NA,NA,NA
"201207141417-303","Halodule",2,20,3,NA,NA,NA
"201207141417-303","Halodule",3,NA,0,NA,NA,NA
"201207141417-303","Halodule",4,NA,0,NA,NA,NA
"201207141417-303","Halodule",5,20,15,NA,NA,NA
"201207141417-303","Halodule",6,20,15,NA,NA,NA
"201207141417-303","Halodule",7,NA,0,NA,NA,NA
"201207141417-303","Halodule",8,NA,0,NA,NA,NA
"201207141417-303","Halodule",9,NA,0,NA,NA,NA
"201207141417-303","Macroalgae",1,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",2,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",3,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",4,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",5,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",6,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",7,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",8,NA,NA,NA,NA,NA
"201207141417-303","Macroalgae",9,NA,NA,NA,NA,NA
"201207141219-282","Thalassia",1,35,38,NA,NA,NA
"201207141219-282","Thalassia",2,50,15,NA,NA,NA
"201207141219-282","Thalassia",3,50,3,NA,NA,NA
"201207141219-282","Thalassia",4,50,38,NA,NA,NA
"201207141219-282","Thalassia",5,40,63,NA,NA,NA
"201207141219-282","Thalassia",6,50,15,NA,NA,NA
"201207141219-282","Thalassia",7,40,38,NA,NA,NA
"201207141219-282","Thalassia",8,20,15,NA,NA,NA
"201207141219-282","Thalassia",9,40,15,NA,NA,NA
"201207141219-282","Syringodium",1,NA,0,NA,NA,NA
"201207141219-282","Syringodium",2,60,15,NA,NA,NA
"201207141219-282","Syringodium",3,NA,0,NA,NA,NA
"201207141219-282","Syringodium",4,NA,0,NA,NA,NA
"201207141219-282","Syringodium",5,NA,0,NA,NA,NA
"201207141219-282","Syringodium",6,NA,0,NA,NA,NA
"201207141219-282","Syringodium",7,NA,0,NA,NA,NA
"201207141219-282","Syringodium",8,NA,0,NA,NA,NA
"201207141219-282","Syringodium",9,NA,0,NA,NA,NA
"201207141219-282","Halodule",1,NA,0,NA,NA,NA
"201207141219-282","Halodule",2,30,38,NA,NA,NA
"201207141219-282","Halodule",3,30,15,NA,NA,NA
"201207141219-282","Halodule",4,30,38,NA,NA,NA
"201207141219-282","Halodule",5,30,3,NA,NA,NA
"201207141219-282","Halodule",6,30,15,NA,NA,NA
"201207141219-282","Halodule",7,20,15,NA,NA,NA
"201207141219-282","Halodule",8,20,15,NA,NA,NA
"201207141219-282","Halodule",9,25,38,NA,NA,NA
"201207141219-282","Macroalgae",1,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",2,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",3,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",4,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",5,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",6,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",7,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",8,NA,NA,NA,NA,NA
"201207141219-282","Macroalgae",9,NA,NA,NA,NA,NA
"201207141339-609","Thalassia",1,30,63,NA,NA,NA
"201207141339-609","Thalassia",2,30,63,NA,NA,NA
"201207141339-609","Thalassia",3,35,63,NA,NA,NA
"201207141339-609","Thalassia",4,30,63,NA,NA,NA
"201207141339-609","Thalassia",5,30,38,NA,NA,NA
"201207141339-609","Thalassia",6,30,38,NA,NA,NA
"201207141339-609","Thalassia",7,40,88,NA,NA,NA
"201207141339-609","Thalassia",8,40,63,NA,NA,NA
"201207141339-609","Thalassia",9,30,63,NA,NA,NA
"201207141339-609","Syringodium",1,NA,0,NA,NA,NA
"201207141339-609","Syringodium",2,NA,0,NA,NA,NA
"201207141339-609","Syringodium",3,NA,0,NA,NA,NA
"201207141339-609","Syringodium",4,NA,0,NA,NA,NA
"201207141339-609","Syringodium",5,NA,0,NA,NA,NA
"201207141339-609","Syringodium",6,NA,0,NA,NA,NA
"201207141339-609","Syringodium",7,NA,0,NA,NA,NA
"201207141339-609","Syringodium",8,NA,0,NA,NA,NA
"201207141339-609","Syringodium",9,NA,0,NA,NA,NA
"201207141339-609","Halodule",1,NA,0,NA,NA,NA
"201207141339-609","Halodule",2,25,3,NA,NA,NA
"201207141339-609","Halodule",3,NA,0,NA,NA,NA
"201207141339-609","Halodule",4,NA,0,NA,NA,NA
"201207141339-609","Halodule",5,NA,0,NA,NA,NA
"201207141339-609","Halodule",6,NA,0,NA,NA,NA
"201207141339-609","Halodule",7,NA,0,NA,NA,NA
"201207141339-609","Halodule",8,NA,0,NA,NA,NA
"201207141339-609","Halodule",9,NA,0,NA,NA,NA
"201207141339-609","Macroalgae",1,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",2,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",3,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",4,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",5,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",6,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",7,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",8,NA,NA,NA,NA,NA
"201207141339-609","Macroalgae",9,NA,NA,NA,NA,NA
"201207141306-292","Thalassia",1,30,38,NA,NA,NA
"201207141306-292","Thalassia",2,35,38,NA,NA,NA
"201207141306-292","Thalassia",3,35,38,NA,NA,NA
"201207141306-292","Thalassia",4,40,38,NA,NA,NA
"201207141306-292","Thalassia",5,40,38,NA,NA,NA
"201207141306-292","Thalassia",6,40,38,NA,NA,NA
"201207141306-292","Thalassia",7,40,38,NA,NA,NA
"201207141306-292","Thalassia",8,30,3,NA,NA,NA
"201207141306-292","Thalassia",9,30,3,NA,NA,NA
"201207141306-292","Syringodium",1,NA,0,NA,NA,NA
"201207141306-292","Syringodium",2,NA,0,NA,NA,NA
"201207141306-292","Syringodium",3,NA,0,NA,NA,NA
"201207141306-292","Syringodium",4,NA,0,NA,NA,NA
"201207141306-292","Syringodium",5,NA,0,NA,NA,NA
"201207141306-292","Syringodium",6,NA,0,NA,NA,NA
"201207141306-292","Syringodium",7,NA,0,NA,NA,NA
"201207141306-292","Syringodium",8,NA,0,NA,NA,NA
"201207141306-292","Syringodium",9,NA,0,NA,NA,NA
"201207141306-292","Halodule",1,NA,0,NA,NA,NA
"201207141306-292","Halodule",2,NA,0,NA,NA,NA
"201207141306-292","Halodule",3,NA,0,NA,NA,NA
"201207141306-292","Halodule",4,NA,0,NA,NA,NA
"201207141306-292","Halodule",5,NA,0,NA,NA,NA
"201207141306-292","Halodule",6,NA,0,NA,NA,NA
"201207141306-292","Halodule",7,NA,0,NA,NA,NA
"201207141306-292","Halodule",8,NA,0,NA,NA,NA
"201207141306-292","Halodule",9,NA,0,NA,NA,NA
"201207141306-292","Macroalgae",1,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",2,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",3,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",4,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",5,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",6,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",7,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",8,NA,NA,NA,NA,NA
"201207141306-292","Macroalgae",9,NA,NA,NA,NA,NA
"201207141350-301","Thalassia",1,30,38,NA,NA,NA
"201207141350-301","Thalassia",2,30,63,NA,NA,NA
"201207141350-301","Thalassia",3,30,15,NA,NA,NA
"201207141350-301","Thalassia",4,30,15,NA,NA,NA
"201207141350-301","Thalassia",5,30,3,NA,NA,NA
"201207141350-301","Thalassia",6,30,3,NA,NA,NA
"201207141350-301","Thalassia",7,30,15,NA,NA,NA
"201207141350-301","Thalassia",8,30,15,NA,NA,NA
"201207141350-301","Thalassia",9,40,38,NA,NA,NA
"201207141350-301","Syringodium",1,NA,0,NA,NA,NA
