"keyfield","com_nm","sci_nm","length","tot_count"
"200907120938-071","Gray Snapper","Lutjanus griseus",240,12
"200907121007-073","Spotted Seatrout","Cynoscion nebulosus",30,4
"200907121007-073","Spotted Seatrout","Cynoscion nebulosus",34,4
"200907121007-073","Spotted Seatrout","Cynoscion nebulosus",44,4
"200907121007-073","Spotted Seatrout","Cynoscion nebulosus",72,4
"200907121007-073","Gray Snapper","Lutjanus griseus",100,2
"200907121007-073","Gray Snapper","Lutjanus griseus",155,2
"200907121032-171","Gray Snapper","Lutjanus griseus",120,8
"200907121032-171","Gray Snapper","Lutjanus griseus",135,8
"200907121032-171","Gray Snapper","Lutjanus griseus",140,8
"200907121032-171","Gray Snapper","Lutjanus griseus",140,8
"200907121032-171","Gray Snapper","Lutjanus griseus",140,8
"200907121032-171","Gray Snapper","Lutjanus griseus",160,8
"200907121032-171","Gray Snapper","Lutjanus griseus",200,8
"200907121032-171","Gray Snapper","Lutjanus griseus",240,8
"200907121145-279","Gray Snapper","Lutjanus griseus",140,1
"200907121251-267","Gray Snapper","Lutjanus griseus",100,3
"200907121251-267","Gray Snapper","Lutjanus griseus",130,3
"200907121251-267","Gray Snapper","Lutjanus griseus",145,3
"200907121515-302","Gray Snapper","Lutjanus griseus",165,1
"200907121602-291","Gray Snapper","Lutjanus griseus",121,2
"200907121602-291","Gray Snapper","Lutjanus griseus",220,2
"200907130942-239","Great Barracuda","Sphyraena barracuda",110,1
"200907131016-254","Gray Snapper","Lutjanus griseus",230,1
"200907131117-226","Gray Snapper","Lutjanus griseus",240,1
"200907131400-257","Caribbean Spiny Lobster","Panulirus argus",110,1
"200907131446-268","Gray Snapper","Lutjanus griseus",230,1
"200907131530-270","Gray Snapper","Lutjanus griseus",210,1
"200907140810-271","Great Barracuda","Sphyraena barracuda",71,2
"200907140810-271","Great Barracuda","Sphyraena barracuda",71,2
"200907140944-281","Gray Snapper","Lutjanus griseus",120,2
"200907140944-281","Gray Snapper","Lutjanus griseus",130,2
"200907141139-323","Spotted Seatrout","Cynoscion nebulosus",51,1
"200907141422-402","Great Barracuda","Sphyraena barracuda",80,1
"200907150824-326","Great Barracuda","Sphyraena barracuda",85,1
"200908080845-133","Gray Snapper","Lutjanus griseus",230,1
"200908080920-135","Great Barracuda","Sphyraena barracuda",65,1
"200908081049-023","Hogfish","Lachnolaimus maximus",90,2
"200908081049-023","Hogfish","Lachnolaimus maximus",170,2
"200908081049-023","Gray Snapper","Lutjanus griseus",115,1
"200908081049-023","Yellowtail Snapper","Ocyurus chrysurus",55,1
"200908081111-022","Barred Hamlet","Hypoplectrus puella",110,2
"200908081111-022","Barred Hamlet","Hypoplectrus puella",115,2
"200908081111-022","Hogfish","Lachnolaimus maximus",105,2
"200908081111-022","Hogfish","Lachnolaimus maximus",115,2
"200908081111-022","Gray Snapper","Lutjanus griseus",155,1
"200908081134-021","Spotted Seatrout","Cynoscion nebulosus",84,1
"200908081134-021","Barred Hamlet","Hypoplectrus puella",70,3
"200908081134-021","Barred Hamlet","Hypoplectrus puella",74,3
"200908081134-021","Barred Hamlet","Hypoplectrus puella",115,3
"200908081134-021","Hogfish","Lachnolaimus maximus",41,1
"200908081134-021","Gray Snapper","Lutjanus griseus",123,3
"200908081134-021","Gray Snapper","Lutjanus griseus",140,3
"200908081134-021","Gray Snapper","Lutjanus griseus",230,3
"200908081232-101","Barred Hamlet","Hypoplectrus puella",55,2
"200908081232-101","Barred Hamlet","Hypoplectrus puella",55,2
"200908081232-101","Hogfish","Lachnolaimus maximus",55,1
"200908081232-101","Great Barracuda","Sphyraena barracuda",65,1
"200908081253-106","Spotted Seatrout","Cynoscion nebulosus",43,1
"200908081253-106","Gray Snapper","Lutjanus griseus",135,2
"200908081253-106","Gray Snapper","Lutjanus griseus",140,2
"200908081323-119","Gray Snapper","Lutjanus griseus",140,1
"200908081357-130","Barred Hamlet","Hypoplectrus puella",45,1
"200908081357-130","Hogfish","Lachnolaimus maximus",50,1
"200908081357-130","Gray Snapper","Lutjanus griseus",135,5
"200908081357-130","Gray Snapper","Lutjanus griseus",135,5
"200908081357-130","Gray Snapper","Lutjanus griseus",150,5
"200908081357-130","Gray Snapper","Lutjanus griseus",230,5
"200908081357-130","Gray Snapper","Lutjanus griseus",230,5
"200908081425-068","Spotted Seatrout","Cynoscion nebulosus",59,1
"200908081531-071","Spotted Seatrout","Cynoscion nebulosus",150,1
"200908081531-071","Gray Snapper","Lutjanus griseus",125,4
"200908081531-071","Gray Snapper","Lutjanus griseus",155,4
"200908081531-071","Gray Snapper","Lutjanus griseus",225,4
"200908081531-071","Gray Snapper","Lutjanus griseus",230,4
"200908081531-071","Caribbean Spiny Lobster","Panulirus argus",155,1
"200908081537-073","Gray Snapper","Lutjanus griseus",140,6
"200908081537-073","Gray Snapper","Lutjanus griseus",145,6
"200908081537-073","Gray Snapper","Lutjanus griseus",150,6
"200908081537-073","Gray Snapper","Lutjanus griseus",155,6
"200908081537-073","Gray Snapper","Lutjanus griseus",165,6
"200908081537-073","Gray Snapper","Lutjanus griseus",185,6
"200908090838-144","Barred Hamlet","Hypoplectrus puella",40,2
"200908090838-144","Barred Hamlet","Hypoplectrus puella",60,2
"200908090838-144","Gray Snapper","Lutjanus griseus",130,6
"200908090838-144","Gray Snapper","Lutjanus griseus",130,6
"200908090838-144","Gray Snapper","Lutjanus griseus",140,6
"200908090838-144","Gray Snapper","Lutjanus griseus",140,6
"200908090838-144","Gray Snapper","Lutjanus griseus",145,6
"200908090838-144","Gray Snapper","Lutjanus griseus",215,6
"200908090944-172","Gray Snapper","Lutjanus griseus",110,1
"200908091043-278","Spotted Seatrout","Cynoscion nebulosus",69,1
"200908091101-279","Gray Snapper","Lutjanus griseus",130,1
"200908091138-267","Caribbean Spiny Lobster","Panulirus argus",105,1
"200908091156-280","Gray Snapper","Lutjanus griseus",140,2
"200908091156-280","Gray Snapper","Lutjanus griseus",145,2
"200908091439-609","Spotted Seatrout","Cynoscion nebulosus",120,1
"200908091538-283","Lined Seahorse","Hippocampus erectus",120,1
"200908091538-283","Great Barracuda","Sphyraena barracuda",65,1
"200908100813-244","Great Barracuda","Sphyraena barracuda",120,1
"200908101022-240","Gray Snapper","Lutjanus griseus",140,1
"200908101341-268","Gray Snapper","Lutjanus griseus",160,1
"200908110829-324","Gray Snapper","Lutjanus griseus",120,1
"200908110933-304","Great Barracuda","Sphyraena barracuda",75,1
"200908111113-622","Gray Snapper","Lutjanus griseus",160,1
"200908111342-407","Great Barracuda","Sphyraena barracuda",145,1
"200909121038-040","Gray Snapper","Lutjanus griseus",150,2
"200909121038-040","Gray Snapper","Lutjanus griseus",155,2
"200909121104-023","Gray Snapper","Lutjanus griseus",140,4
"200909121104-023","Gray Snapper","Lutjanus griseus",140,4
"200909121104-023","Gray Snapper","Lutjanus griseus",144,4
"200909121104-023","Gray Snapper","Lutjanus griseus",155,4
"200909121136-021","Gray Snapper","Lutjanus griseus",170,1
"200909121222-101","Gray Snapper","Lutjanus griseus",150,1
"200909121222-101","Great Barracuda","Sphyraena barracuda",50,1
"200909121248-065","Hogfish","Lachnolaimus maximus",72,1
"200909121248-065","Gray Snapper","Lutjanus griseus",168,1
"200909121310-130","Barred Hamlet","Hypoplectrus puella",60,1
"200909121310-130","Gray Snapper","Lutjanus griseus",145,5
"200909121310-130","Gray Snapper","Lutjanus griseus",160,5
"200909121310-130","Gray Snapper","Lutjanus griseus",215,5
"200909121310-130","Gray Snapper","Lutjanus griseus",225,5
"200909121310-130","Gray Snapper","Lutjanus griseus",235,5
"200909121328-143","Gray Snapper","Lutjanus griseus",140,3
"200909121328-143","Gray Snapper","Lutjanus griseus",150,3
"200909121328-143","Gray Snapper","Lutjanus griseus",190,3
"200909121348-144","Gray Snapper","Lutjanus griseus",72,19
"200909121348-144","Gray Snapper","Lutjanus griseus",74,19
"200909121348-144","Gray Snapper","Lutjanus griseus",85,19
"200909121348-144","Gray Snapper","Lutjanus griseus",101,19
"200909121348-144","Gray Snapper","Lutjanus griseus",105,19
"200909121348-144","Gray Snapper","Lutjanus griseus",132,19
"200909121348-144","Gray Snapper","Lutjanus griseus",140,19
"200909121348-144","Gray Snapper","Lutjanus griseus",142,19
"200909121348-144","Gray Snapper","Lutjanus griseus",152,19
"200909121348-144","Gray Snapper","Lutjanus griseus",154,19
"200909121348-144","Gray Snapper","Lutjanus griseus",160,19
"200909121348-144","Gray Snapper","Lutjanus griseus",174,19
"200909121348-144","Gray Snapper","Lutjanus griseus",175,19
"200909121348-144","Gray Snapper","Lutjanus griseus",188,19
"200909121348-144","Gray Snapper","Lutjanus griseus",230,19
"200909121348-144","Gray Snapper","Lutjanus griseus",240,19
"200909121348-144","Gray Snapper","Lutjanus griseus",245,19
"200909121348-144","Gray Snapper","Lutjanus griseus",250,19
"200909121348-144","Gray Snapper","Lutjanus griseus",255,19
"200909121412-158","Gray Snapper","Lutjanus griseus",155,1
"200909121545-073","Gray Snapper","Lutjanus griseus",160,2
"200909121545-073","Gray Snapper","Lutjanus griseus",230,2
"200909131010-171","Gray Snapper","Lutjanus griseus",145,5
"200909131010-171","Gray Snapper","Lutjanus griseus",160,5
"200909131010-171","Gray Snapper","Lutjanus griseus",165,5
"200909131010-171","Gray Snapper","Lutjanus griseus",240,5
"200909131010-171","Gray Snapper","Lutjanus griseus",250,5
"200909131057-278","Gray Snapper","Lutjanus griseus",155,1
"200909131128-266","Great Barracuda","Sphyraena barracuda",100,1
"200909131203-282","Gray Snapper","Lutjanus griseus",160,1
"200909131249-271","Great Barracuda","Sphyraena barracuda",85,1
"200909131724-324","Gray Snapper","Lutjanus griseus",165,1
"200909131800-408","Great Barracuda","Sphyraena barracuda",155,1
"200909140816-294","Great Barracuda","Sphyraena barracuda",70,2
"200909140816-294","Great Barracuda","Sphyraena barracuda",75,2
"200909140853-281","Gray Snapper","Lutjanus griseus",150,2
"200909140853-281","Gray Snapper","Lutjanus griseus",180,2
"200909140853-281","Caribbean Spiny Lobster","Panulirus argus",115,1
"200909140911-280","Gray Snapper","Lutjanus griseus",180,2
"200909140911-280","Gray Snapper","Lutjanus griseus",195,2
"200909141056-225","Great Barracuda","Sphyraena barracuda",75,1
"200909141314-244","Great Barracuda","Sphyraena barracuda",215,1
"200909141401-268","Great Barracuda","Sphyraena barracuda",105,1
"200909141419-269","Spotted Seatrout","Cynoscion nebulosus",160,1
"200909141437-291","Atlantic Spadefish","Chaetodipterus faber",160,1
"200909141437-291","Great Barracuda","Sphyraena barracuda",80,1
"200909141500-292","Gray Snapper","Lutjanus griseus",170,1
"200909141500-292","Great Barracuda","Sphyraena barracuda",55,2
"200909141500-292","Great Barracuda","Sphyraena barracuda",155,2
"200909150920-302","Spotted Seatrout","Cynoscion nebulosus",84,1
"200909150920-302","Great Barracuda","Sphyraena barracuda",160,1
"200909150944-301","Gray Snapper","Lutjanus griseus",160,1
"200909151020-609","Gray Snapper","Lutjanus griseus",135,3
"200909151020-609","Gray Snapper","Lutjanus griseus",145,3
"200909151020-609","Gray Snapper","Lutjanus griseus",160,3
"200909151043-312","Gray Snapper","Lutjanus griseus",190,1
"200909151043-312","Great Barracuda","Sphyraena barracuda",80,2
"200909151043-312","Great Barracuda","Sphyraena barracuda",85,2
"200909151058-313","Atlantic Spadefish","Chaetodipterus faber",95,1
"200909151058-313","Spotted Seatrout","Cynoscion nebulosus",125,2
"200909151058-313","Spotted Seatrout","Cynoscion nebulosus",145,2
"200909151058-313","Gray Snapper","Lutjanus griseus",185,2
"200909151058-313","Gray Snapper","Lutjanus griseus",210,2
"200909151058-313","Great Barracuda","Sphyraena barracuda",185,1
"200909151122-323","Great Barracuda","Sphyraena barracuda",275,1
"200909151300-619","Lined Seahorse","Hippocampus erectus",100,1
"200909151315-401","Caribbean Spiny Lobster","Panulirus argus",200,1
"200909151329-402","Gray Snapper","Lutjanus griseus",125,1
"20090915NA-315","Great Barracuda","Sphyraena barracuda",75,1
"200910100957-325","Great Barracuda","Sphyraena barracuda",110,1
"200910101032-618","Great Barracuda","Sphyraena barracuda",128,1
"200910101033-616","Great Barracuda","Sphyraena barracuda",100,4
"200910101033-616","Great Barracuda","Sphyraena barracuda",105,4
"200910101033-616","Great Barracuda","Sphyraena barracuda",115,4
"200910101033-616","Great Barracuda","Sphyraena barracuda",120,4
"200910101247-408","Great Barracuda","Sphyraena barracuda",120,1
"200910101420-315","Atlantic Spadefish","Chaetodipterus faber",118,1
"200910101420-315","Gray Snapper","Lutjanus griseus",245,1
"200910101420-315","Yellowtail Snapper","Ocyurus chrysurus",245,1
"200910101501-323","Gray Snapper","Lutjanus griseus",162,1
"200910101501-323","Yellowtail Snapper","Ocyurus chrysurus",162,1
"200910101501-323","Great Barracuda","Sphyraena barracuda",80,1
"200910101533-303","Spotted Seatrout","Cynoscion nebulosus",160,1
"200910110924-292","Great Barracuda","Sphyraena barracuda",219,1
"200910110928-022","Gray Snapper","Lutjanus griseus",52,6
"200910110928-022","Gray Snapper","Lutjanus griseus",68,6
"200910110928-022","Gray Snapper","Lutjanus griseus",145,6
"200910110928-022","Gray Snapper","Lutjanus griseus",168,6
"200910110928-022","Gray Snapper","Lutjanus griseus",175,6
"200910110928-022","Gray Snapper","Lutjanus griseus",225,6
"200910110928-022","Yellowtail Snapper","Ocyurus chrysurus",145,5
"200910110928-022","Yellowtail Snapper","Ocyurus chrysurus",168,5
"200910110928-022","Yellowtail Snapper","Ocyurus chrysurus",175,5
"200910110928-022","Yellowtail Snapper","Ocyurus chrysurus",225,5
"200910110928-022","Yellowtail Snapper","Ocyurus chrysurus",265,5
"200910111001-020","Atlantic Bay Scallop","Argopecten irradians",60,1
"200910111001-020","Barred Hamlet","Hypoplectrus puella",85,2
"200910111001-020","Barred Hamlet","Hypoplectrus puella",105,2
"200910111001-020","Hogfish","Lachnolaimus maximus",100,2
"200910111001-020","Hogfish","Lachnolaimus maximus",195,2
"200910111001-020","Gray Snapper","Lutjanus griseus",208,2
"200910111001-020","Gray Snapper","Lutjanus griseus",240,2
"200910111001-020","Yellowtail Snapper","Ocyurus chrysurus",208,2
"200910111001-020","Yellowtail Snapper","Ocyurus chrysurus",240,2
"200910111032-108","Gray Snapper","Lutjanus griseus",55,1
"200910111048-119","Gray Snapper","Lutjanus griseus",155,2
"200910111048-119","Gray Snapper","Lutjanus griseus",165,2
"200910111202-167","Gray Snapper","Lutjanus griseus",178,1
"200910111242-157","Gray Snapper","Lutjanus griseus",160,2
"200910111242-157","Gray Snapper","Lutjanus griseus",180,2
"200910111301-143","Gray Snapper","Lutjanus griseus",120,2
"200910111301-143","Gray Snapper","Lutjanus griseus",170,2
"200910111325-068","Gray Snapper","Lutjanus griseus",55,2
"200910111325-068","Gray Snapper","Lutjanus griseus",180,2
"200910111347-156","Barred Hamlet","Hypoplectrus puella",75,1
"200910111347-156","Gray Snapper","Lutjanus griseus",160,7
"200910111347-156","Gray Snapper","Lutjanus griseus",160,7
"200910111347-156","Gray Snapper","Lutjanus griseus",170,7
"200910111347-156","Gray Snapper","Lutjanus griseus",215,7
"200910111347-156","Gray Snapper","Lutjanus griseus",230,7
"200910111347-156","Gray Snapper","Lutjanus griseus",240,7
"200910111347-156","Gray Snapper","Lutjanus griseus",245,7
"200910111408-071","Gray Snapper","Lutjanus griseus",142,25
"200910111408-071","Gray Snapper","Lutjanus griseus",145,25
"200910111408-071","Gray Snapper","Lutjanus griseus",150,25
"200910111408-071","Gray Snapper","Lutjanus griseus",153,25
"200910111408-071","Gray Snapper","Lutjanus griseus",160,25
"200910111408-071","Gray Snapper","Lutjanus griseus",160,25
"200910111408-071","Gray Snapper","Lutjanus griseus",165,25
"200910111408-071","Gray Snapper","Lutjanus griseus",165,25
"200910111408-071","Gray Snapper","Lutjanus griseus",170,25
"200910111408-071","Gray Snapper","Lutjanus griseus",170,25
"200910111408-071","Gray Snapper","Lutjanus griseus",175,25
"200910111408-071","Gray Snapper","Lutjanus griseus",180,25
"200910111408-071","Gray Snapper","Lutjanus griseus",182,25
"200910111408-071","Gray Snapper","Lutjanus griseus",185,25
"200910111408-071","Gray Snapper","Lutjanus griseus",185,25
"200910111408-071","Gray Snapper","Lutjanus griseus",198,25
"200910111408-071","Gray Snapper","Lutjanus griseus",200,25
"200910111408-071","Gray Snapper","Lutjanus griseus",200,25
"200910111408-071","Gray Snapper","Lutjanus griseus",215,25
"200910111408-071","Gray Snapper","Lutjanus griseus",215,25
"200910111408-071","Gray Snapper","Lutjanus griseus",222,25
"200910111408-071","Gray Snapper","Lutjanus griseus",230,25
"200910111408-071","Gray Snapper","Lutjanus griseus",235,25
"200910111408-071","Gray Snapper","Lutjanus griseus",238,25
"200910111408-071","Gray Snapper","Lutjanus griseus",240,25
"200910111435-171","Gray Snapper","Lutjanus griseus",150,9
"200910111435-171","Gray Snapper","Lutjanus griseus",155,9
"200910111435-171","Gray Snapper","Lutjanus griseus",158,9
"200910111435-171","Gray Snapper","Lutjanus griseus",158,9
"200910111435-171","Gray Snapper","Lutjanus griseus",165,9
"200910111435-171","Gray Snapper","Lutjanus griseus",180,9
"200910111435-171","Gray Snapper","Lutjanus griseus",195,9
"200910111435-171","Gray Snapper","Lutjanus griseus",232,9
"200910111435-171","Gray Snapper","Lutjanus griseus",252,9
"200910111457-174","Gray Snapper","Lutjanus griseus",160,5
"200910111457-174","Gray Snapper","Lutjanus griseus",170,5
