"keyfield","com_nm","sci_nm","occurrence","abundance","density","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes","mean_height_Halodule","mean_height_Macroalgae","mean_height_Syringodium","mean_height_Thalassia","mean_height_Algae","mean_pc_Halodule","mean_pc_Macroalgae","mean_pc_Syringodium","mean_pc_Thalassia","mean_pc_Algae"
"200807110950-239","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,11,"9:50",239,"S",25.1,-80.839,"7/11/2008","Rankin",NA,NA,NA,128.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,30,NA,NA,NA,NA,NA,NA,18,NA,NA,27,NA,1,NA,0,76.8888888888889,NA
"200807111115-254","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,11,"11:15",254,"N",25.098,-80.814,"7/11/2008","Rankin",NA,NA,NA,359.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,30.2,NA,NA,NA,NA,NA,NA,16,NA,14,18,NA,0,NA,0,72.8888888888889,NA
"200807111250-227","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,11,"12:50",227,"N",25.051,-80.818,"7/11/2008","Rankin",NA,NA,NA,222.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,0,NA,0,51.7777777777778,NA
"200807111332-242","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,11,"13:32",242,"E",25.062,-80.804,"7/11/2008","Rankin",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0,NA,0,58.8888888888889,NA
"200807111455-244","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,11,"14:55",244,"W",25.036,-80.78,"7/11/2008","Rankin",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,0,NA,0,45.7777777777778,NA
"200807111420-228","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,11,"14:20",228,"E",25.038,-80.806,"7/11/2008","Rankin",NA,NA,NA,342.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,32.1,NA,NA,NA,NA,NA,NA,7,NA,NA,16,NA,0,NA,0,38.7777777777778,NA
"200807120830-137","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"8:30",137,"S",25.01,-80.9,"7/12/2008","West",NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,30.2,NA,NA,NA,NA,NA,NA,24,NA,41,40,NA,38,NA,24,81.2222222222222,NA
"200807120950-111","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"9:50",111,"N",25.014,-80.952,"7/12/2008","West",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,30.5,NA,NA,NA,NA,NA,NA,29,NA,47,NA,NA,0,NA,88,78.2222222222222,NA
"200807121030-123","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"10:30",123,"S",25.012,-80.926,"7/12/2008","West",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3,30.5,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,0,NA,88,78.2222222222222,NA
"200807120910-124","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"9:10",124,"S",24.999,-80.914,"7/12/2008","West",NA,NA,NA,363.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,30.8,NA,NA,NA,NA,NA,NA,24,NA,38,51,NA,1,NA,76,78.4444444444444,NA
"200807121105-136","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00280112044817927,2008,7,12,"11:05",136,"S",25.023,-80.912,"7/12/2008","West",NA,NA,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,30.9,NA,NA,NA,NA,NA,NA,NA,NA,34,27,NA,0,NA,35,88,NA
"200807121405-301","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"14:05",301,"E",25.129,-80.745,"7/12/2008","Whipray",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1,31.5,NA,NA,NA,NA,NA,NA,14,NA,NA,21,NA,13,NA,0,26,NA
"200807121225-280","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"12:25",280,"S",25.12,-80.785,"7/12/2008","Rankin",NA,NA,NA,352.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,31.6,NA,NA,NA,NA,NA,NA,14,NA,NA,20,NA,0,NA,0,67.8888888888889,NA
"200807121305-290","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"13:05",290,"S",25.131,-80.771,"7/12/2008","Whipray",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7,31.8,NA,NA,NA,NA,NA,NA,14,NA,18,21,NA,0,NA,2,49.4444444444444,NA
"200807121332-609","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,12,"13:32",609,"E",25.141,-80.757,"7/12/2008","Whipray",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,32.1,NA,NA,NA,NA,NA,NA,11,NA,NA,19,NA,1,NA,0,61.1111111111111,NA
"200807131325-324","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"13:25",324,"S",25.124,-80.694,"7/13/2008","Crocodile",NA,NA,NA,373.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,NA,0,24,NA
"200807130855-291","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"8:55",291,"S",25.118,-80.76,"7/13/2008","Whipray",NA,NA,NA,361.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,28.9,NA,NA,NA,NA,NA,NA,22,NA,NA,24,NA,7,NA,0,68.4444444444444,NA
"200807131202-257","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"12:02",257,"S",25.06,-80.778,"7/13/2008","Whipray",NA,NA,NA,359.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,29,NA,NA,NA,NA,NA,NA,7,NA,NA,18,NA,0,NA,0,38,NA
"200807130800-271","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"8:00",271,"N",25.058,-80.752,"7/13/2008","Whipray",NA,NA,NA,390.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,29,NA,NA,NA,NA,NA,NA,10,NA,NA,15,NA,0,NA,0,27.8888888888889,NA
"200807130955-303","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"9:55",303,"S",25.103,-80.722,"7/13/2008","Crocodile",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,29,NA,NA,NA,NA,NA,NA,11,NA,NA,16,NA,5,NA,0,30.2222222222222,NA
"200807131240-258","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"12:40",258,"W",25.047,-80.766,"7/13/2008","Whipray",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,0,NA,0,57.2222222222222,NA
"200807130925-292","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"9:25",292,"W",25.105,-80.748,"7/13/2008","Whipray",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,29.1,NA,NA,NA,NA,NA,NA,10,NA,NA,23,NA,0,NA,0,78.4444444444444,NA
"200807131025-313","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"10:25",313,"N",25.126,-80.72,"7/13/2008","Crocodile",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,29.1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,0,3.55555555555556,NA
"200807131050-323","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"10:50",323,"W",25.137,-80.705,"7/13/2008","Crocodile",NA,NA,NA,392.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,29.1,NA,NA,NA,NA,NA,NA,10,NA,NA,20,NA,6,NA,0,11.4444444444444,NA
"200807131400-325","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"14:00",325,"S",25.112,-80.682,"7/13/2008","Crocodile",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,0,NA,0,69,NA
"200807131600-622","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"16:00",622,"W",25.157,-80.651,"7/13/2008","Crocodile",NA,NA,NA,239.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0,NA,0,43,NA
"200807131535-619","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"15:35",619,"N",25.149,-80.668,"7/13/2008","Crocodile",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,11,NA
"200807131135-270","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"11:35",270,"E",25.071,-80.764,"7/13/2008","Whipray",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,29.5,NA,NA,NA,NA,NA,NA,10,NA,NA,28,NA,0,NA,0,48.1111111111111,NA
"200807131630-616","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"16:30",616,"N",25.148,-80.691,"7/13/2008","Crocodile",NA,NA,NA,359.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,29.5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,9,NA,0,7.11111111111111,NA
"200807131430-326","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"14:30",326,"S",25.099,-80.67,"7/13/2008","Crocodile",NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,0,NA,0,23,NA
"200807131500-404","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"15:00",404,"W",25.099,-80.642,"7/13/2008","Crocodile",NA,NA,NA,352.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,5,NA
"200807130830-268","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,7,13,"8:30",268,"E",25.09653,-80.78766,"7/13/2008","Whipray",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,30,NA,NA,NA,NA,NA,NA,9,NA,14,NA,NA,3,NA,0,18.6666666666667,NA
"200808090835-119","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"8:35",119,"N",25.063,-80.973,"8/9/2008","West",NA,NA,NA,233.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,29.9,NA,NA,NA,NA,NA,NA,31,NA,37,45,NA,0,NA,6,72.1111111111111,NA
"200808090920-108","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00360750360750361,2008,8,9,"9:20",108,"N",25.052,-80.987,"8/9/2008","West",NA,NA,NA,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,30.2,NA,NA,NA,NA,NA,NA,24,NA,36,52,NA,0,NA,20,81.2222222222222,NA
"200808091110-021","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00286861732644865,2008,8,9,"11:10",21,"N",25.069,-81.051,"8/9/2008","West",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,30.8,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,0,NA,32,73.7777777777778,NA
"200808091030-101","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"10:30",101,"N",25.08,-81.037,"8/9/2008","West",NA,NA,NA,327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,30.8,NA,NA,NA,NA,NA,NA,NA,NA,39,67,NA,0,NA,25,72.8888888888889,NA
"200808090950-106","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"9:50",106,"E",25.078,-81.011,"8/9/2008","West",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,31,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,0,NA,21,71.1111111111111,NA
"200808091200-022","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"12:00",22,"N",25.056,-81.039,"8/9/2008","West",NA,NA,NA,350.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,31.5,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,0,NA,10,68.4444444444444,NA
"200808091415-111","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"14:15",111,"W",25.014,-80.952,"8/9/2008","West",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,31.7,NA,NA,NA,NA,NA,NA,24,NA,26,55,NA,0,NA,14,71.2222222222222,NA
"200808091252-024","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00305250305250305,2008,8,9,"12:52",24,"E",25.031,-81.015,"8/9/2008","West",NA,NA,NA,327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,31.8,NA,NA,NA,NA,NA,NA,32,NA,36,65,NA,0,NA,20,75.3333333333333,NA
"200808091455-112","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"14:55",112,"N",25.001,-80.94,"8/9/2008","West",NA,NA,NA,350.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,32,NA,NA,NA,NA,NA,NA,NA,NA,37,82,NA,0,NA,88,78.2222222222222,NA
"200808091335-105","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,9,"13:35",105,"E",25.029,-80.989,"8/9/2008","West",NA,NA,NA,193.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,32.3,NA,NA,NA,NA,NA,NA,24,NA,35,53,NA,11,NA,6,69.4444444444444,NA
"200808101120-134","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"11:20",134,"N",25.048,-80.935,"8/10/2008","West",NA,NA,NA,396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,30.2,NA,NA,NA,NA,NA,NA,17,NA,29,38,NA,0,NA,13,77.5555555555556,NA
"200808101045-135","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"10:45",135,"W",25.036,-80.924,"8/10/2008","West",NA,NA,NA,361.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,30.3,NA,NA,NA,NA,NA,NA,24,NA,31,40,NA,8,NA,26,80.6666666666667,NA
"200808100820-137","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00261643118785976,2008,8,10,"8:20",137,"N",25.01,-80.9,"8/10/2008","West",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,30.3,NA,NA,NA,NA,NA,NA,17,NA,27,41,NA,44,NA,50,87.2222222222222,NA
"200808100945-122","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"9:45",122,"E",25.025,-80.938,"8/10/2008","West",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,30.5,NA,NA,NA,NA,NA,NA,20,NA,24,47,NA,7,NA,28,79.5555555555556,NA
"200808100902-124","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"9:02",124,"S",24.999,-80.914,"8/10/2008","West",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,30.7,NA,NA,NA,NA,NA,NA,23,NA,35,47,NA,2,NA,49,80.8888888888889,NA
"200808101155-133","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"11:55",133,"E",25.061,-80.947,"8/10/2008","West",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,30.7,NA,NA,NA,NA,NA,NA,27,NA,41,54,NA,0,NA,31,88,NA
"200808101315-159","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"13:15",159,"E",25.07,-80.907,"8/10/2008","West",NA,NA,NA,331.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1,30.8,NA,NA,NA,NA,NA,NA,20,NA,21,32,NA,9,NA,9,81,NA
"200808101240-147","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"12:40",147,"S",25.046,-80.91,"8/10/2008","West",NA,NA,NA,373.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,30.9,NA,NA,NA,NA,NA,NA,20,NA,36,33,NA,2,NA,44,80.5555555555556,NA
"200808101455-073","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,10,"14:55",73,"S",25.13,-80.915,"8/10/2008","West",NA,NA,NA,327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,31.4,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,0,NA,0,66.6666666666667,NA
"200808101400-070","Spotted Seatrout","Cynoscion nebulosus",1,2,0.00700280112044818,2008,8,10,"14:00",70,"W",25.132,-80.941,"8/10/2008","West",NA,NA,NA,285.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,32.2,NA,NA,NA,NA,NA,NA,36,NA,40,42,NA,14,NA,6,68.4444444444444,NA
"200808111030-172","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"10:30",172,"S",25.104,-80.891,"8/11/2008","West",NA,NA,NA,350.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,29.2,NA,NA,NA,NA,NA,NA,24,NA,37,49,NA,0,NA,38,86.1111111111111,NA
"200808111300-265","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"13:00",265,"S",25.135,-80.823,"8/11/2008","Rankin",NA,NA,NA,354.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,29.5,NA,NA,NA,NA,NA,NA,19,NA,27,31,NA,2,NA,0,69.8888888888889,NA
"200808111330-278","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"13:30",278,"S",25.145,-80.809,"8/11/2008","Rankin",NA,NA,NA,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,29.6,NA,NA,NA,NA,NA,NA,19,NA,21,41,NA,1,NA,0,36.4444444444444,NA
"200808111010-173","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"10:10",173,"E",25.092,-80.879,"8/11/2008","West",NA,NA,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,29.7,NA,NA,NA,NA,NA,NA,21,NA,28,27,NA,1,NA,6,88,NA
"200808111102-168","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"11:02",168,"N",25.094,-80.905,"8/11/2008","West",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,29.8,NA,NA,NA,NA,NA,NA,30,NA,16,26,NA,11,NA,5,69.4444444444444,NA
"200808111355-279","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"13:55",279,"W",25.133,-80.797,"8/11/2008","Rankin",NA,NA,NA,352.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,29.8,NA,NA,NA,NA,NA,NA,18,NA,25,28,NA,0,NA,0,53.7777777777778,NA
"200808110942-176","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"9:42",176,"W",25.1,-80.866,"8/11/2008","West",NA,NA,NA,233.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,29.9,NA,NA,NA,NA,NA,NA,25,NA,34,48,NA,0,NA,39,79.7777777777778,NA
"200808111440-280","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"14:40",280,"S",25.12,-80.785,"8/11/2008","Rankin",NA,NA,NA,369.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,29.9,NA,NA,NA,NA,NA,NA,11,NA,25,23,NA,0,NA,0,48.6666666666667,NA
"200808111420-267","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"14:20",267,"E",25.109,-80.799,"8/11/2008","Rankin",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,30,NA,NA,NA,NA,NA,NA,20,NA,20,23,NA,0,NA,0,51.5555555555556,NA
"200808110855-171","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,11,"8:55",171,"N",25.117,-80.903,"8/11/2008","West",NA,NA,NA,325.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7,30.4,NA,NA,NA,NA,NA,NA,25,NA,30,44,NA,88,NA,5,73.8888888888889,NA
"200808121250-244","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"12:50",244,"S",25.036,-80.78,"8/12/2008","Rankin",NA,NA,NA,390.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200808120825-224","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"8:25",224,"S",25.09,-80.853,"8/12/2008","Rankin",NA,NA,NA,205.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,28.5,NA,NA,NA,NA,NA,NA,18,NA,NA,25,NA,2,NA,0,83.3333333333333,NA
"200808120900-239","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"9:00",239,"E",25.1,-80.839,"8/12/2008","Rankin",NA,NA,NA,101.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,28.6,NA,NA,NA,NA,NA,NA,18,NA,NA,30,NA,0,NA,0,49.7777777777778,NA
"200808120930-240","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"9:30",240,"W",25.088,-80.828,"8/12/2008","Rankin",NA,NA,NA,245.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,28.9,NA,NA,NA,NA,NA,NA,16,NA,NA,20,NA,0,NA,0,54.6666666666667,NA
"200808121025-226","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"10:25",226,"N",25.064,-80.83,"8/12/2008","Rankin",NA,NA,NA,275.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,29.1,NA,NA,NA,NA,NA,NA,17,NA,NA,23,NA,0,NA,0,54.6666666666667,NA
"200808120958-241","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"9:58",241,"N",25.075,-80.816,"8/12/2008","Rankin",NA,NA,NA,373.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,29.1,NA,NA,NA,NA,NA,NA,18,NA,NA,27,NA,0,NA,0,87.8888888888889,NA
"200808121355-270","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"13:55",270,"N",25.071,-80.764,"8/12/2008","Whipray",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4,29.2,NA,NA,NA,NA,NA,NA,19,NA,NA,31,NA,1,NA,0,24.7777777777778,NA
"200808121055-227","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"10:55",227,"E",25.051,-80.818,"8/12/2008","Rankin",NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8,29.3,NA,NA,NA,NA,NA,NA,15,NA,NA,22,NA,0,NA,0,87.5555555555556,NA
"200808121130-228","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"11:30",228,"S",25.038,-80.806,"8/12/2008","Rankin",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,29.5,NA,NA,NA,NA,NA,NA,8,NA,NA,12,NA,0,NA,0,42.7777777777778,NA
"200808121210-243","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"12:10",243,"N",25.049,-80.792,"8/12/2008","Rankin",NA,NA,NA,270.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,29.5,NA,NA,NA,NA,NA,NA,12,NA,NA,12,NA,0,NA,0,42.8888888888889,NA
"200808121330-257","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"13:30",257,"N",25.06,-80.778,"8/12/2008","Whipray",NA,NA,NA,256.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,29.7,NA,NA,NA,NA,NA,NA,8,NA,NA,22,NA,0,NA,0,38.1111111111111,NA
"200808120820-174","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"8:20",174,"W",25.128,-80.889,"8/12/2008","West",NA,NA,NA,302.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,29.8,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,69,NA,0,70.2222222222222,NA
"200808121728-282","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"17:28",282,"S",25.094,-80.762,"8/12/2008","Whipray",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,29.9,NA,NA,NA,NA,NA,NA,17,NA,NA,27,NA,5,NA,0,50.3333333333333,NA
"200808121800-283","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"18:00",283,"S",25.081,-80.75,"8/12/2008","Whipray",NA,NA,NA,417.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6,29.9,NA,NA,NA,NA,NA,NA,12,NA,NA,24,NA,0,NA,0,17.1111111111111,NA
"200808121630-269","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"16:30",269,"W",25.083,-80.776,"8/12/2008","Whipray",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,30.3,NA,NA,NA,NA,NA,NA,22,NA,NA,38,NA,62,NA,0,40.4444444444444,NA
"200808121700-268","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,12,"17:00",268,"E",25.09653,-80.78766,"8/12/2008","Whipray",NA,NA,NA,363.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,30.6,NA,NA,NA,NA,NA,NA,25,NA,NA,30,NA,1,NA,0,30.6666666666667,NA
"200808130800-315","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,13,"8:00",315,"W",25.101,-80.696,"8/13/2008","Crocodile",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,28.4,NA,NA,NA,NA,NA,NA,8,NA,NA,12,NA,0,NA,0,21.8888888888889,NA
"200808130830-304","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2008,8,13,"8:30",304,"N",25.088,-80.713,"8/13/2008","Crocodile",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,28.8,NA,NA,NA,NA,NA,NA,12,NA,NA,15,NA,0,NA,0,29,NA
