"keyfield","com_nm","sci_nm","count","bulk_wt"
"201605301522-168","Dwarf Seahorse","Hippocampus zosterae",1,0.1
"201605301522-168","Fringed Filefish","Monacanthus ciliatus",2,1.09
"201605301522-168","Fringed Pipefish","Anarchopterus criniger",1,0.27
"201605301522-168","Gulf Pipefish","Syngnathus scovelli",11,2.95
"201605301522-168","Mojarra Spp","Eucinostomus spp",133,29.22
"201605301522-168","Pinfish","Lagodon rhomboides",3,10.01
"201605301522-168","Rainwater Killifish","Lucania parva",43,6.19
"201605301522-168","Silver Perch","Bairdiella chrysoura",5,9.74
"201605301522-168","Spotted Seatrout","Cynoscion nebulosus",2,0.74
"201605311001-241","Code Goby","Gobiosoma robustum",1,0.12
"201605311001-241","Gulf Pipefish","Syngnathus scovelli",2,0.57
"201605311001-241","Gulf Toadfish","Opsanus beta",1,0.54
"201605311001-241","Mojarra Spp","Eucinostomus spp",20,8.63
"201605311001-241","Rainwater Killifish","Lucania parva",21,3.81
"201605311001-241","Silver Perch","Bairdiella chrysoura",1,0.35
"201606251008-266","Gulf Toadfish","Opsanus beta",1,1.69
"201606251104-280","Spotted Seatrout","Cynoscion nebulosus",1,0.08
"201606251428-241","Gulf Pipefish","Syngnathus scovelli",1,0.04
"201606251428-241","Mojarra Spp","Eucinostomus spp",55,46.38
"201606251428-241","Rainwater Killifish","Lucania parva",39,8.8
"201606251428-241","Spotted Seatrout","Cynoscion nebulosus",2,0.32
"201606260908-070","Code Goby","Gobiosoma robustum",4,0.66
"201606260908-070","Dusky Pipefish","Syngnathus floridae",2,0.64
"201606260908-070","Dwarf Seahorse","Hippocampus zosterae",4,0.2
"201606260908-070","Florida Blenny","Chasmodes saburrae",6,3.39
"201606260908-070","Fringed Pipefish","Anarchopterus criniger",7,0.44
"201606260908-070","Goldspotted Killifish","Floridichthys carpio",1,0.07
"201606260908-070","Gulf Pipefish","Syngnathus scovelli",8,1.25
"201606260908-070","Gulf Toadfish","Opsanus beta",1,0.34
"201606260908-070","Mojarra Spp","Eucinostomus spp",126,52.87
"201606260908-070","Pinfish","Lagodon rhomboides",49,244.2
"201606260908-070","Rainwater Killifish","Lucania parva",30,4.81
"201606260908-070","Sheepshead","Archosargus probatocephalus",3,6.53
"201606260908-070","Silver Perch","Bairdiella chrysoura",29,39.12
"201606260908-070","Spotted Seatrout","Cynoscion nebulosus",6,1.39
"201606261046-054","Spotted Seatrout","Cynoscion nebulosus",2,0.34
"201606261126-022","Fringed Filefish","Monacanthus ciliatus",6,7.02
"201606261126-022","Mojarra Spp","Eucinostomus spp",57,17.87
"201606261126-022","Parrotfish Spp","Scaridae spp",1,0.3
"201606261126-022","Pinfish","Lagodon rhomboides",6,38.56
"201606261126-022","Rainwater Killifish","Lucania parva",1,0.15
"201606261126-022","Silver Perch","Bairdiella chrysoura",5,3.34
"201606261126-022","Spotted Seatrout","Cynoscion nebulosus",4,0.54
"201606261304-111","Spotted Seatrout","Cynoscion nebulosus",1,2.12
"201606261338-123","Fringed Filefish","Monacanthus ciliatus",1,3.67
"201606261338-123","Gulf Pipefish","Syngnathus scovelli",4,0.61
"201606261338-123","Mojarra Spp","Eucinostomus spp",48,13.19
"201606261338-123","Pinfish","Lagodon rhomboides",3,12.67
"201606261338-123","Rainwater Killifish","Lucania parva",9,0.83
"201606261338-123","Silver Perch","Bairdiella chrysoura",4,8.09
"201606261338-123","Spotted Seatrout","Cynoscion nebulosus",1,0.05
"201606261358-147","Spotted Seatrout","Cynoscion nebulosus",2,5.88
"201606261421-146","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"201606261421-146","Florida Blenny","Chasmodes saburrae",2,0.23
"201606261421-146","Goldspotted Killifish","Floridichthys carpio",1,0.64
"201606261421-146","Gulf Pipefish","Syngnathus scovelli",5,1.09
"201606261421-146","Mojarra Spp","Eucinostomus spp",67,52.31
"201606261421-146","Pinfish","Lagodon rhomboides",11,85.29
"201606261421-146","Rainwater Killifish","Lucania parva",92,11.69
"201606261421-146","Silver Perch","Bairdiella chrysoura",4,2.19
"201606261421-146","Spotted Seatrout","Cynoscion nebulosus",1,1.74
"201606261505-168","Fringed Filefish","Monacanthus ciliatus",2,5.3
"201606261505-168","Gulf Pipefish","Syngnathus scovelli",10,1.61
"201606261505-168","Mojarra Spp","Eucinostomus spp",52,14.67
"201606261505-168","Rainwater Killifish","Lucania parva",63,8.91
"201606261505-168","Silver Perch","Bairdiella chrysoura",8,23.75
"201606261505-168","Spotted Seatrout","Cynoscion nebulosus",3,3.34
"201606270848-174","Spotted Seatrout","Cynoscion nebulosus",1,0.16
"201606271052-314","Mojarra Spp","Eucinostomus spp",2,0.48
"201606271052-314","Rainwater Killifish","Lucania parva",2,0.56
"201606271216-618","Clown Goby","Microgobius gulosus",1,0.1
"201606271216-618","Dwarf Seahorse","Hippocampus zosterae",1,0.11
"201606271216-618","Goldspotted Killifish","Floridichthys carpio",6,1.34
"201606271216-618","Gulf Pipefish","Syngnathus scovelli",6,2.28
"201606271216-618","Gulf Toadfish","Opsanus beta",7,2.81
"201606271216-618","Mojarra Spp","Eucinostomus spp",14,6.11
"201606271216-618","Needlefish Spp","Belonidae spp",3,0.34
"201606271216-618","Rainwater Killifish","Lucania parva",8,2.03
"201606271329-402","Goldspotted Killifish","Floridichthys carpio",1,0.17
"201606271329-402","Gulf Pipefish","Syngnathus scovelli",1,0.22
"201606271329-402","Mojarra Spp","Eucinostomus spp",16,7.01
"201606271329-402","Needlefish Spp","Belonidae spp",1,0.06
"201606280918-301","Goldspotted Killifish","Floridichthys carpio",1,0.35
"201606280918-301","Gulf Toadfish","Opsanus beta",1,0.61
"201606280918-301","Mojarra Spp","Eucinostomus spp",122,82.92
"201606280918-301","Rainwater Killifish","Lucania parva",24,5.09
"201606281007-270","Dusky Pipefish","Syngnathus floridae",1,0.28
"201606281007-270","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"201606281007-270","Mojarra Spp","Eucinostomus spp",5,1.12
"201606281007-270","Rainwater Killifish","Lucania parva",9,0.55
"201607161100-266","Code Goby","Gobiosoma robustum",1,0.25
"201607161100-266","Gulf Toadfish","Opsanus beta",1,0.53
"201607161120-254","Spotted Seatrout","Cynoscion nebulosus",1,6.64
"201607161452-241","Code Goby","Gobiosoma robustum",1,0.22
"201607161452-241","Dwarf Seahorse","Hippocampus zosterae",2,0.11
"201607161452-241","Gulf Pipefish","Syngnathus scovelli",1,0.31
"201607161452-241","Mojarra Spp","Eucinostomus spp",35,46.81
"201607161452-241","Rainwater Killifish","Lucania parva",166,31.03
"201607161452-241","Silver Perch","Bairdiella chrysoura",5,17.11
"201607170954-070","Bay Anchovy","Anchoa mitchilli",1,0.36
"201607170954-070","Fringed Filefish","Monacanthus ciliatus",5,5.47
"201607170954-070","Gulf Stone Crab","Menippe adina",1,0.35
"201607170954-070","Herring Spp","Clupeidae spp",1,0.05
"201607170954-070","Hogfish","Lachnolaimus maximus",1,6.98
"201607170954-070","Lane Snapper","Lutjanus synagris",4,5.94
"201607170954-070","Longnose Spider Crab","Libinia dubia",1,0.27
"201607170954-070","Mojarra Spp","Eucinostomus spp",261,210.5
"201607170954-070","Mud Crab Spp","Panopeidae spp",1,0.05
"201607170954-070","Pinfish","Lagodon rhomboides",27,173.76
"201607170954-070","Silver Perch","Bairdiella chrysoura",11,5.21
"201607170954-070","Spotted Seatrout","Cynoscion nebulosus",1,1.84
"201607171115-022","Dusky Pipefish","Syngnathus floridae",1,0.24
"201607171115-022","Dwarf Seahorse","Hippocampus zosterae",1,0.07
"201607171115-022","Fringed Pipefish","Anarchopterus criniger",1,0.12
"201607171115-022","Goldspotted Killifish","Floridichthys carpio",4,1.89
"201607171115-022","Lane Snapper","Lutjanus synagris",2,3.87
"201607171115-022","Mojarra Spp","Eucinostomus spp",282,148.86
"201607171115-022","Pigfish","Orthopristis chrysoptera",1,3.85
"201607171115-022","Pinfish","Lagodon rhomboides",39,184.93
"201607171115-022","Rainwater Killifish","Lucania parva",7,1.24
"201607171115-022","Silver Perch","Bairdiella chrysoura",3,7.18
"201607171115-022","White Grunt","Haemulon plumierii",1,6.13
"201607171200-105","Spotted Seatrout","Cynoscion nebulosus",1,0.81
"201607171320-123","Fringed Filefish","Monacanthus ciliatus",2,2.8
"201607171320-123","Mojarra Spp","Eucinostomus spp",14,11.79
"201607171320-123","Pinfish","Lagodon rhomboides",4,22.98
"201607171320-123","Rainwater Killifish","Lucania parva",7,1.15
"201607171320-123","Silver Perch","Bairdiella chrysoura",1,5.75
"201607171409-147","Spotted Seatrout","Cynoscion nebulosus",2,4.42
"201607171426-146","Bluestriped Grunt","Haemulon sciurus",1,8.1
"201607171426-146","Code Goby","Gobiosoma robustum",1,0.18
"201607171426-146","Florida Blenny","Chasmodes saburrae",1,0.34
"201607171426-146","Fringed Filefish","Monacanthus ciliatus",5,10.99
"201607171426-146","Lane Snapper","Lutjanus synagris",1,3.63
"201607171426-146","Mojarra Spp","Eucinostomus spp",90,185.61
"201607171426-146","Pinfish","Lagodon rhomboides",5,39.03
"201607171426-146","Rainwater Killifish","Lucania parva",31,3.79
"201607171426-146","Sheepshead","Archosargus probatocephalus",3,12.49
"201607171426-146","Silver Perch","Bairdiella chrysoura",5,11.42
"201607171426-146","White Grunt","Haemulon plumierii",1,9.15
"201607171449-133","Spotted Seatrout","Cynoscion nebulosus",1,0.32
"201607171600-168","Fringed Filefish","Monacanthus ciliatus",4,9.65
"201607171600-168","Goldspotted Killifish","Floridichthys carpio",1,0.34
"201607171600-168","Gulf Pipefish","Syngnathus scovelli",3,1.02
"201607171600-168","Mojarra Spp","Eucinostomus spp",82,57.2
"201607171600-168","Pinfish","Lagodon rhomboides",8,39.57
"201607171600-168","Rainwater Killifish","Lucania parva",138,21.57
"201607171600-168","Silver Perch","Bairdiella chrysoura",5,9.49
"201607181029-304","Spotted Seatrout","Cynoscion nebulosus",1,3.7
"201607181058-314","Goldspotted Killifish","Floridichthys carpio",1,0.13
"201607181058-314","Mojarra Spp","Eucinostomus spp",75,98.69
"201607181204-618","Dwarf Seahorse","Hippocampus zosterae",1,0.05
"201607181204-618","Goldspotted Killifish","Floridichthys carpio",7,2.37
"201607181204-618","Gulf Pipefish","Syngnathus scovelli",6,1.91
"201607181204-618","Mojarra Spp","Eucinostomus spp",47,54.22
"201607181204-618","Pipefish Spp","Syngnathidae spp",1,0
"201607181204-618","Rainwater Killifish","Lucania parva",2,0.43
"201607181329-402","Dwarf Seahorse","Hippocampus zosterae",1,0.05
"201607181329-402","Goldspotted Killifish","Floridichthys carpio",27,6.47
"201607181329-402","Gulf Pipefish","Syngnathus scovelli",2,1.02
"201607181329-402","Mojarra Spp","Eucinostomus spp",120,120.52
"201607181450-302","Spotted Seatrout","Cynoscion nebulosus",2,25.96
"201607181500-301","Goldspotted Killifish","Floridichthys carpio",2,1.6
"201607181500-301","Gulf Toadfish","Opsanus beta",1,0.83
"201607181500-301","Mojarra Spp","Eucinostomus spp",79,89.1
"201607181500-301","Rainwater Killifish","Lucania parva",36,12.15
"201607181500-301","Spotted Seatrout","Cynoscion nebulosus",2,7.04
"201607190935-270","Mojarra Spp","Eucinostomus spp",23,19.98
"201607190935-270","Rainwater Killifish","Lucania parva",34,10.48
"201608131138-266","Spotted Seatrout","Cynoscion nebulosus",1,0.05
"201608131216-254","Spotted Seatrout","Cynoscion nebulosus",2,7.71
"201608131712-070","Code Goby","Gobiosoma robustum",2,0.73
"201608131712-070","Fringed Filefish","Monacanthus ciliatus",2,5.33
"201608131712-070","Fringed Pipefish","Anarchopterus criniger",4,0.38
"201608131712-070","Herring Spp","Clupeidae spp",2,0.19
"201608131712-070","Longnose Spider Crab","Libinia dubia",1,0.16
"201608131712-070","Mojarra Spp","Eucinostomus spp",98,55
"201608131712-070","Pinfish","Lagodon rhomboides",18,131.04
"201608131712-070","Rainwater Killifish","Lucania parva",26,5.23
"201608131712-070","Silver Perch","Bairdiella chrysoura",17,37.96
"201608140926-172","Spotted Seatrout","Cynoscion nebulosus",1,0.41
"201608140957-168","Code Goby","Gobiosoma robustum",1,0.24
"201608140957-168","Fringed Filefish","Monacanthus ciliatus",1,8.16
"201608140957-168","Gulf Pipefish","Syngnathus scovelli",1,0.44
"201608140957-168","Lane Snapper","Lutjanus synagris",2,1.91
"201608140957-168","Mojarra Spp","Eucinostomus spp",45,47.88
"201608140957-168","Pinfish","Lagodon rhomboides",8,66.35
"201608140957-168","Rainwater Killifish","Lucania parva",86,12.99
"201608140957-168","Silver Perch","Bairdiella chrysoura",9,28.23
"201608140957-168","Spotted Seatrout","Cynoscion nebulosus",2,0.8
"201608141034-146","Mojarra Spp","Eucinostomus spp",13,34.14
"201608141034-146","Spotted Seatrout","Cynoscion nebulosus",2,0.22
"201608141103-122","Spotted Seatrout","Cynoscion nebulosus",1,0.57
"201608141121-123","Fringed Filefish","Monacanthus ciliatus",3,9.53
"201608141121-123","Lane Snapper","Lutjanus synagris",1,0.74
"201608141121-123","Marbled Blenny","Paraclinus marmoratus",4,1.59
"201608141121-123","Mojarra Spp","Eucinostomus spp",302,106.21
"201608141121-123","Pinfish","Lagodon rhomboides",8,61.13
"201608141121-123","Rainwater Killifish","Lucania parva",57,7.51
"201608141121-123","Silver Perch","Bairdiella chrysoura",3,18.88
"201608141121-123","Spotted Seatrout","Cynoscion nebulosus",4,8.22
"201608141121-123","White Grunt","Haemulon plumierii",1,0.61
"201608141258-022","Dusky Pipefish","Syngnathus floridae",1,0.39
"201608141258-022","Fringed Filefish","Monacanthus ciliatus",4,7.6
"201608141258-022","Gulf Pipefish","Syngnathus scovelli",1,0.2
"201608141258-022","Herring Spp","Clupeidae spp",4,4.89
"201608141258-022","Lane Snapper","Lutjanus synagris",9,18.54
"201608141258-022","Mojarra Spp","Eucinostomus spp",95,57.24
"201608141258-022","Pinfish","Lagodon rhomboides",40,222.55
"201608141258-022","Rainwater Killifish","Lucania parva",34,6.77
"201608141258-022","Sheepshead","Archosargus probatocephalus",1,0.42
"201608141258-022","Silver Perch","Bairdiella chrysoura",6,24.84
"201608141258-022","Spotted Seatrout","Cynoscion nebulosus",2,0.22
"201608141258-022","White Grunt","Haemulon plumierii",5,11.06
"201608141545-301","Dwarf Seahorse","Hippocampus zosterae",1,0.08
"201608141545-301","Goldspotted Killifish","Floridichthys carpio",2,1.27
"201608141545-301","Gulf Pipefish","Syngnathus scovelli",2,2.32
"201608141545-301","Mojarra Spp","Eucinostomus spp",199,303.84
"201608141545-301","Rainwater Killifish","Lucania parva",20,6.72
"201608141600-312","Spotted Seatrout","Cynoscion nebulosus",1,3.58
"201608151044-314","Mojarra Spp","Eucinostomus spp",27,37.5
"201608151146-618","Goldspotted Killifish","Floridichthys carpio",1,0.38
"201608151146-618","Mojarra Spp","Eucinostomus spp",89,90.23
"201608151245-402","Goldspotted Killifish","Floridichthys carpio",7,2.4
"201608151245-402","Gulf Pipefish","Syngnathus scovelli",2,0.99
"201608151245-402","Lined Seahorse","Hippocampus erectus",1,0.08
"201608151245-402","Mojarra Spp","Eucinostomus spp",152,185.94
"201608160931-241","Bay Anchovy","Anchoa mitchilli",1,0.3
"201608160931-241","Code Goby","Gobiosoma robustum",1,0.25
"201608160931-241","Mojarra Spp","Eucinostomus spp",37,82.26
"201608160931-241","Rainwater Killifish","Lucania parva",26,5.36
"201608161027-270","Goldspotted Killifish","Floridichthys carpio",1,0.33
"201608161027-270","Mojarra Spp","Eucinostomus spp",14,28.56
"201608161027-270","Rainwater Killifish","Lucania parva",12,4.9
"201609031244-266","Mojarra Spp","Eucinostomus spp",17,87.97
"201609031244-266","Spotted Seatrout","Cynoscion nebulosus",1,0.47
"201609031430-240","Gulf Toadfish","Opsanus beta",1,1.53
"201609031430-240","Mojarra Spp","Eucinostomus spp",5,17.33
"201609031430-240","Rainwater Killifish","Lucania parva",1,0.1
"201609031458-226","Spotted Seatrout","Cynoscion nebulosus",1,0.47
"201609040942-168","Bluestriped Grunt","Haemulon sciurus",1,0.1
"201609040942-168","Dwarf Seahorse","Hippocampus zosterae",2,0.08
"201609040942-168","Fringed Filefish","Monacanthus ciliatus",1,2.57
"201609040942-168","Goldspotted Killifish","Floridichthys carpio",1,0.24
"201609040942-168","Gulf Pipefish","Syngnathus scovelli",8,2.67
"201609040942-168","Herring Spp","Clupeidae spp",167,30.8
"201609040942-168","Lane Snapper","Lutjanus synagris",6,21.16
"201609040942-168","Mojarra Spp","Eucinostomus spp",256,246.49
"201609040942-168","Pinfish","Lagodon rhomboides",2,17.71
"201609040942-168","Rainwater Killifish","Lucania parva",242,36.92
"201609040942-168","Spotted Seatrout","Cynoscion nebulosus",2,3.94
"201609041020-173","Spotted Seatrout","Cynoscion nebulosus",1,1.43
"201609041116-146","Mojarra Spp","Eucinostomus spp",3,11.49
"201609041255-137","Spotted Seatrout","Cynoscion nebulosus",1,1.12
"201609041324-123","Fringed Filefish","Monacanthus ciliatus",1,3.51
"201609041324-123","Lane Snapper","Lutjanus synagris",3,5.08
"201609041324-123","Mojarra Spp","Eucinostomus spp",33,47.39
"201609041324-123","Pinfish","Lagodon rhomboides",4,40.44
"201609041324-123","Spotted Seatrout","Cynoscion nebulosus",2,5.12
"201609041438-022","Fringed Filefish","Monacanthus ciliatus",2,4.46
"201609041438-022","Mojarra Spp","Eucinostomus spp",31,61.01
"201609041438-022","Pinfish","Lagodon rhomboides",16,156.79
"201609041438-022","White Grunt","Haemulon plumierii",5,6.71
"201609041634-130","Spotted Seatrout","Cynoscion nebulosus",2,1.08
"201609041707-143","Spotted Seatrout","Cynoscion nebulosus",1,1.34
"201609041810-068","Spotted Seatrout","Cynoscion nebulosus",1,2.98
"201609041834-070","Bluestriped Grunt","Haemulon sciurus",1,0.28
"201609041834-070","Dusky Pipefish","Syngnathus floridae",1,2.23
"201609041834-070","Dwarf Seahorse","Hippocampus zosterae",2,0.11
"201609041834-070","Gray Snapper","Lutjanus griseus",2,4.02
"201609041834-070","Great Barracuda","Sphyraena barracuda",2,8.95
"201609041834-070","Lane Snapper","Lutjanus synagris",18,53.89
"201609041834-070","Mojarra Spp","Eucinostomus spp",262,361.18
"201609041834-070","Mud Crab Spp","Panopeidae spp",1,0.59
"201609041834-070","Pigfish","Orthopristis chrysoptera",1,6.66
"201609041834-070","Pinfish","Lagodon rhomboides",73,572.02
"201609041834-070","Rainwater Killifish","Lucania parva",15,3.58
"201609041834-070","Sheepshead","Archosargus probatocephalus",2,10.02
"201609041834-070","Silver Perch","Bairdiella chrysoura",4,37.62
"201609041834-070","Spotted Seatrout","Cynoscion nebulosus",4,3.41
"201609050934-282","Spotted Seatrout","Cynoscion nebulosus",1,2.12
"201609051122-270","Great Barracuda","Sphyraena barracuda",4,12.55
"201609051122-270","Mojarra Spp","Eucinostomus spp",78,120.75
"201609051122-270","Rainwater Killifish","Lucania parva",7,3
"201609051405-402","Clown Goby","Microgobius gulosus",4,1.36
"201609051405-402","Goldspotted Killifish","Floridichthys carpio",38,14.91
"201609051405-402","Gulf Pipefish","Syngnathus scovelli",2,0.76
