"keyfield","sport_num","stom_spec","standard","total","wt_wstom","wt_wostom","blk_wt","blk_vol","cat","cat_wt","cat_vol","food_id","food_ord","food_fam","food_count","food_wt","food_tl","food_sl","food_cl"
"201712111630-168",1,"Cynoscion nebulosus",76.12,91.59,7.48,7.03,0.019,0.019,"Misc",0.019,0.01,"Empty",NA,NA,1,0.019,NA,NA,NA
"201712111630-168",2,"Cynoscion nebulosus",72.02,85.42,6.48,5.83,0.24,0.24,"Fish",0.11,0.1,"Empty",NA,NA,2,0.11,NA,NA,NA
"201712111630-168",2,"Cynoscion nebulosus",72.02,85.42,6.48,5.83,0.24,0.24,"Misc",0.13,0,"Empty",NA,NA,1,0.13,NA,NA,NA
"201712111630-168",3,"Cynoscion nebulosus",80.17,95.58,8.74,8.09,0.13,0.13,"Crustacean",0.023,0.2,"Penaeid spp","Decapoda","Penaeidae",1,0.017,NA,NA,NA
"201712111630-168",3,"Cynoscion nebulosus",80.17,95.58,8.74,8.09,0.13,0.13,"Fish",0.11,0.2,"UNID",NA,NA,1,0.11,NA,NA,NA
"201712111248-622",5,"Cynoscion nebulosus",73.92,87.21,6.86,6.38,0.14,0.14,"Crustacean",0.048,0.1,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"201712111248-622",5,"Cynoscion nebulosus",73.92,87.21,6.86,6.38,0.14,0.14,"Fish",0.095,0.1,"Anchoa spp","Clupeiformes","Engraulidae",1,0.095,22.91,20.45,NA
"201712111248-622",5,"Cynoscion nebulosus",73.92,87.21,6.86,6.38,0.14,0.14,"Crustacean",0.048,0.1,"Caridean spp","Decapoda",NA,9,0.047,NA,NA,NA
"201712121205-024",6,"Cynoscion nebulosus",80.87,95.22,8.39,7.88,0.187,0.187,"Crustacean",0.167,0.3,"Caridean spp","Decapoda",NA,7,0.167,NA,NA,NA
"201712121205-024",6,"Cynoscion nebulosus",80.87,95.22,8.39,7.88,0.187,0.187,"Fish",0.02,0.1,"UNID",NA,NA,1,0.02,NA,NA,NA
"201712121240-146",8,"Cynoscion nebulosus",43.93,54.08,1.33,1.28,0,0,"Empty",NA,NA,"Empty",NA,NA,NA,NA,NA,NA,NA
"201801031108-266",147,"Cynoscion nebulosus",69.57,81.98,4.66,4.57,0.001,0.001,"Crustacean",0.001,0.1,"Caridean spp","Decapoda",NA,2,0.001,NA,NA,NA
"201801031157-291",146,"Cynoscion nebulosus",72.14,85.87,4.95,4.9,0.002,0.002,"Fish",0.002,0.1,"UNID",NA,NA,1,0.002,NA,NA,NA
"201801031259-302",151,"Cynoscion nebulosus",75.55,91.26,5.5,5.35,0.03,0.03,"Crustacean",0.03,0.1,"Caridean spp","Decapoda",NA,8,0.03,NA,NA,NA
"201801031128-267",149,"Cynoscion nebulosus",75.45,88.82,5.96,5.5,0.28,0.28,"Crustacean",0.28,0.4,"UNID",NA,NA,1,0.28,NA,NA,NA
"201801041311-315",150,"Cynoscion nebulosus",48.51,59.34,1.57,1.49,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201801051106-146",148,"Cynoscion nebulosus",78.84,93.27,7.62,7.26,0.061,0.061,"Crustacean",0.035,0.1,"Caridean spp","Decapoda",NA,9,0.035,NA,NA,NA
"201801051106-146",148,"Cynoscion nebulosus",78.84,93.27,7.62,7.26,0.061,0.061,"Fish",0.026,0.1,"UNID",NA,NA,1,0.026,NA,NA,NA
"201805241723-226",26,"Cynoscion nebulosus",45.22,54.01,1.183,1.048,0.019,0.019,"Crustacean",0.019,0.15,"Caridean spp","Decapoda",NA,2,0.009,NA,NA,NA
"201805241723-226",26,"Cynoscion nebulosus",45.22,54.01,1.183,1.048,0.019,0.019,"Crustacean",0.019,0.15,"Hippolyte spp","Decapoda","Hippolytidae",1,0.006,NA,NA,2.94
"201805241723-226",26,"Cynoscion nebulosus",45.22,54.01,1.183,1.048,0.019,0.019,"Crustacean",0.019,0.15,"Hippolyte spp","Decapoda","Hippolytidae",1,0.004,NA,NA,2.44
"201806130948-253",113,"Cynoscion nebulosus",30.16,34.47,0.344,0.323,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201806130906-266",52,"Cynoscion nebulosus",33.6,40.72,0.562,0.503,0.011,0.011,"Misc",0.011,0.025,"UNID",NA,NA,1,0.011,NA,NA,NA
"201806131006-239",112,"Cynoscion nebulosus",17.31,20.12,0.062,0.054,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201806131048-225",109,"Cynoscion nebulosus",61.21,73.35,3.616,3.361,0.04,0.04,"Crustacean",0.04,0.075,"Caridean spp","Decapoda",NA,9,0.04,NA,NA,NA
"201806140826-168",106,"Cynoscion nebulosus",56.38,67.52,2.591,2.451,0.006,0.006,"Fish",0.006,0.025,"UNID",NA,NA,1,0.006,NA,NA,NA
"201806141140-146",110,"Cynoscion nebulosus",17.07,20.74,0.066,0.054,0.001,0.001,"Crustacean",0.001,0.025,"UNID",NA,NA,1,0.001,NA,NA,NA
"201806141140-146",105,"Cynoscion nebulosus",24.97,29.84,0.203,0.178,0.003,0.003,"Fish",0.003,0.025,"UNID",NA,NA,3,0.003,NA,NA,NA
"201806141159-147",108,"Cynoscion nebulosus",51.71,62.69,2.222,1.981,0.049,0.049,"Crustacean",0.011,0.025,"Caridean spp","Decapoda",NA,2,0.011,NA,NA,NA
"201806141159-147",108,"Cynoscion nebulosus",51.71,62.69,2.222,1.981,0.049,0.049,"Fish",0.038,0.05,"UNID",NA,NA,1,0.038,NA,NA,NA
"201806141159-147",107,"Cynoscion nebulosus",31.84,37.84,0.492,0.437,0.008,0.008,"Fish",0.008,0.05,"UNID",NA,NA,1,0.008,NA,NA,NA
"201807231035-279",104,"Cynoscion nebulosus",64.04,76.25,4.238,4.035,0.028,0.028,"Crustacean",0.006,0.025,"UNID",NA,NA,2,0.006,NA,NA,NA
"201807231035-279",104,"Cynoscion nebulosus",64.04,76.25,4.238,4.035,0.028,0.028,"Misc",0.022,0.05,"UNID",NA,NA,1,0.022,NA,NA,NA
"201807241108-312",47,"Cynoscion nebulosus",45.82,55.13,1.595,1.357,0.103,0.103,"Fish",0.103,0.15,"UNID",NA,NA,1,0.103,NA,NA,NA
"201807241238-304",48,"Cynoscion nebulosus",47.39,58.87,1.573,1.45,0.004,0.004,"Crustacean",0.004,0.025,"UNID",NA,NA,1,0.004,NA,NA,NA
"201807250830-169",49,"Cynoscion nebulosus",39.76,48.79,0.876,0.83,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201807250830-169",50,"Cynoscion nebulosus",41.02,51.15,1.167,1.07,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201807250830-169",51,"Cynoscion nebulosus",44.85,54.37,1.354,1.273,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201807251030-146",30,"Cynoscion nebulosus",37.42,45,0.687,0.668,0.006,0.006,"Fish",0.006,0.025,"UNID",NA,NA,1,0.006,NA,NA,NA
"201807251115-135",99,"Cynoscion nebulosus",40.16,47.21,0.915,0.841,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201807251115-135",103,"Cynoscion nebulosus",49.51,60.94,2.344,2.132,0.06,0.06,"Crustacean",0.06,0.075,"Hippolyte spp","Decapoda","Hippolytidae",1,0.024,NA,NA,NA
"201807251115-135",103,"Cynoscion nebulosus",49.51,60.94,2.344,2.132,0.06,0.06,"Crustacean",0.06,0.075,"Hippolyte spp","Decapoda","Hippolytidae",1,0.008,NA,NA,2.97
"201807251115-135",103,"Cynoscion nebulosus",49.51,60.94,2.344,2.132,0.06,0.06,"Crustacean",0.06,0.075,"UNID",NA,NA,1,0.028,NA,NA,NA
"201807251238-123",102,"Cynoscion nebulosus",59.28,71.79,3.172,2.954,0.061,0.061,"Crustacean",0.061,0.05,"UNID",NA,NA,2,0.061,NA,NA,NA
"201807251238-123",101,"Cynoscion nebulosus",49.59,61.03,2.019,1.905,0.005,0.005,"Fish",0.005,0.025,"UNID",NA,NA,1,0.005,NA,NA,NA
"201807251238-123",100,"Cynoscion nebulosus",37.37,45.07,0.72,0.667,0.002,0.002,"Misc",0.002,0.025,"UNID",NA,NA,1,0.002,NA,NA,NA
"201808211131-266",118,"Cynoscion nebulosus",36.39,42.61,0.614,0.547,0.012,0.012,"Crustacean",0.012,0.05,"Caridean spp","Decapoda",NA,2,0.012,NA,NA,NA
"201808211131-266",29,"Cynoscion nebulosus",16.45,20,0.062,0.042,0.001,0.001,"Misc",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201808211131-266",119,"Cynoscion nebulosus",38.12,45.89,0.659,0.596,0.007,0.007,"Fish",0.007,0.025,"UNID",NA,NA,1,0.007,NA,NA,NA
"201808211152-280",120,"Cynoscion nebulosus",69.61,83.91,5.387,5.078,0.098,0.098,"Crustacean",0.098,0.2,"Caridean spp","Decapoda",NA,9,0.098,NA,NA,NA
"201808211107-279",126,"Cynoscion nebulosus",52.18,64.13,2.315,2.128,0.051,0.051,"Crustacean",0.051,0.15,"Caridean spp","Decapoda",NA,5,0.051,NA,NA,NA
"201808211107-279",125,"Cynoscion nebulosus",48.3,58.36,1.786,1.545,0.052,0.052,"Crustacean",0.052,0.1,"Caridean spp","Decapoda",NA,5,0.052,NA,NA,NA
"201808211107-279",124,"Cynoscion nebulosus",33.68,40.77,0.619,0.549,0.01,0.01,"Crustacean",0.01,0.025,"Caridean spp","Decapoda",NA,2,0.01,NA,NA,NA
"201808211107-279",123,"Cynoscion nebulosus",46.49,56.01,1.52,1.399,0.03,0.03,"Crustacean",0.03,0.1,"Caridean spp","Decapoda",NA,2,0.03,NA,NA,NA
"201808211107-279",121,"Cynoscion nebulosus",34.89,41.79,0.856,0.786,0.011,0.011,"Crustacean",0.011,0.025,"Caridean spp","Decapoda",NA,1,0.011,NA,NA,NA
"201808211107-279",122,"Cynoscion nebulosus",38.68,47.91,1.005,0.91,0.013,0.013,"Crustacean",0.013,0.05,"Penaeid spp","Decapoda","Penaeidae",1,0.007,NA,NA,NA
"201808211107-279",122,"Cynoscion nebulosus",38.68,47.91,1.005,0.91,0.013,0.013,"Crustacean",0.013,0.05,"UNID",NA,NA,1,0.006,NA,NA,NA
"201808211236-254",115,"Cynoscion nebulosus",68.99,84.17,4.763,4.554,0.015,0.015,"Crustacean",0.002,0.025,"Caridean spp","Decapoda",NA,2,0.002,NA,NA,NA
"201808211236-254",115,"Cynoscion nebulosus",68.99,84.17,4.763,4.554,0.015,0.015,"Fish",0.004,0.025,"UNID",NA,NA,2,0.004,NA,NA,NA
"201808211236-254",115,"Cynoscion nebulosus",68.99,84.17,4.763,4.554,0.015,0.015,"Misc",0.009,0.025,"UNID",NA,NA,1,0.009,NA,NA,NA
"201808211759-268",117,"Cynoscion nebulosus",49.07,59.77,1.894,1.699,0.029,0.029,"Fish",0.029,0.05,"UNID",NA,NA,1,0.029,NA,NA,NA
"201808230921-609",116,"Cynoscion nebulosus",30.06,34.87,0.333,0.295,0.002,0.002,"Fish",0.001,0.025,"UNID",NA,NA,1,0.001,NA,NA,NA
"201808230921-609",116,"Cynoscion nebulosus",30.06,34.87,0.333,0.295,0.002,0.002,"Crustacean",0.001,0.025,"UNID",NA,NA,2,0.001,NA,NA,NA
"201808231021-313",132,"Cynoscion nebulosus",24.29,29.91,0.175,0.156,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201808231705-169",129,"Cynoscion nebulosus",26.06,31.44,0.188,0.169,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201808231705-169",128,"Cynoscion nebulosus",56.13,65.91,3.07,2.912,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201808231705-169",131,"Cynoscion nebulosus",59.37,64.98,2.522,2.387,0.021,0.021,"Crustacean",0.021,0.025,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.017,11.45,NA,2.72
"201808231705-169",130,"Cynoscion nebulosus",46.02,55.58,1.437,1.366,0.014,0.014,"Crustacean",0.014,0.025,"Penaeid spp","Decapoda","Penaeidae",1,0.014,NA,NA,2.4
"201808231705-169",131,"Cynoscion nebulosus",59.37,64.98,2.522,2.387,0.021,0.021,"Crustacean",0.021,0.025,"UNID",NA,NA,1,0.004,NA,NA,NA
"201808240840-173",114,"Cynoscion nebulosus",22.52,27.53,0.165,0.134,0.006,0.006,"Crustacean",0.006,0.05,"Caridean spp","Decapoda",NA,8,0.006,NA,NA,NA
"201808240802-168",145,"Cynoscion nebulosus",23.4,26.56,0.167,0.143,0.002,0.002,"Crustacean",0.002,0.025,"Caridean spp","Decapoda",NA,5,0.002,NA,NA,NA
"201808240802-168",144,"Cynoscion nebulosus",23.76,29.03,0.19,0.172,0.002,0.002,"Crustacean",0.002,0.025,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"201808240802-168",143,"Cynoscion nebulosus",30.6,33.55,0.345,0.309,0.003,0.003,"Crustacean",0.003,0.025,"Caridean spp","Decapoda",NA,5,0.003,NA,NA,NA
"201808240802-168",141,"Cynoscion nebulosus",23.89,28.86,0.198,0.18,0.001,0.001,"Crustacean",0.001,0.025,"Caridean spp","Decapoda",NA,2,0.001,NA,NA,NA
"201808240802-168",140,"Cynoscion nebulosus",24.11,29.69,0.225,0.204,0.002,0.002,"Crustacean",0.002,0.025,"Caridean spp","Decapoda",NA,2,0.002,NA,NA,NA
"201808240802-168",139,"Cynoscion nebulosus",27.49,32.26,0.309,0.269,0.012,0.012,"Crustacean",0.012,0.025,"Caridean spp","Decapoda",NA,10,0.012,NA,NA,NA
"201808240802-168",137,"Cynoscion nebulosus",24.42,28.98,0.236,0.19,0.009,0.009,"Crustacean",0.008,0.025,"Caridean spp","Decapoda",NA,6,0.008,NA,NA,NA
"201808240802-168",136,"Cynoscion nebulosus",24.6,29.14,0.237,0.202,0.003,0.003,"Crustacean",0.003,0.025,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,1.59
"201808240802-168",136,"Cynoscion nebulosus",24.6,29.14,0.237,0.202,0.003,0.003,"Crustacean",0.003,0.025,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,1.67
"201808240802-168",136,"Cynoscion nebulosus",24.6,29.14,0.237,0.202,0.003,0.003,"Crustacean",0.003,0.025,"Caridean spp","Decapoda",NA,2,0.001,NA,NA,NA
"201808240802-168",134,"Cynoscion nebulosus",29.99,34.6,0.443,0.394,0.011,0.011,"Crustacean",0.011,0.025,"Caridean spp","Decapoda",NA,10,0.011,NA,NA,NA
"201808240802-168",137,"Cynoscion nebulosus",24.42,28.98,0.236,0.19,0.009,0.009,"Arthropod",0.001,0.005,"Isopod spp","Isopoda",NA,1,0.001,NA,NA,NA
"201808240802-168",142,"Cynoscion nebulosus",22.28,27.2,0.14,0.117,0.001,0.001,"Fish",0.001,0.025,"UNID",NA,NA,1,0.001,NA,NA,NA
"201808240802-168",138,"Cynoscion nebulosus",25.81,30.97,0.251,0.225,0.007,0.007,"Crustacean",0.007,0.025,"UNID",NA,NA,4,0.007,NA,NA,NA
"201808240802-168",135,"Cynoscion nebulosus",20.62,23.89,0.111,0.098,0.001,0.001,"Crustacean",0.001,0.025,"UNID",NA,NA,1,0.001,NA,NA,NA
"201808241143-122",133,"Cynoscion nebulosus",46.99,56.91,1.975,1.748,0.056,0.056,"Crustacean",0.056,0.05,"Caridean spp","Decapoda",NA,1,0.006,NA,NA,NA
"201808241143-122",133,"Cynoscion nebulosus",46.99,56.91,1.975,1.748,0.056,0.056,"Crustacean",0.056,0.05,"Penaeid spp","Decapoda","Penaeidae",1,0.05,NA,NA,5.2
"201808241217-112",127,"Cynoscion nebulosus",26.4,31.94,0.255,0.224,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809151111-279",34,"Cynoscion nebulosus",43.74,54,1.444,1.233,0.04,0.04,"Crustacean",0.04,0.15,"Caridean spp","Decapoda",NA,5,0.026,NA,NA,NA
"201809151111-279",36,"Cynoscion nebulosus",59.96,70.8,2.904,2.7,0.067,0.067,"Crustacean",0.067,0.1,"Caridean spp","Decapoda",NA,7,0.067,NA,NA,NA
"201809151111-279",34,"Cynoscion nebulosus",43.74,54,1.444,1.233,0.04,0.04,"Crustacean",0.04,0.15,"Penaeid spp","Decapoda","Penaeidae",2,0.014,NA,NA,NA
"201809151111-279",35,"Cynoscion nebulosus",39.43,46.1,0.836,0.6,0.014,0.014,"Misc",0.014,0.05,"UNID",NA,NA,1,0.014,NA,NA,NA
"201809151140-267",41,"Cynoscion nebulosus",55.38,65.12,2.697,2.378,0.094,0.094,"Crustacean",0.094,0.3,"Caridean spp","Decapoda",NA,9,0.094,NA,NA,NA
"201809151140-267",42,"Cynoscion nebulosus",67.55,78.74,4.825,4.231,0.075,0.075,"Crustacean",0.057,0.1,"Caridean spp","Decapoda",NA,3,0.057,NA,NA,NA
"201809151140-267",42,"Cynoscion nebulosus",67.55,78.74,4.825,4.231,0.075,0.075,"Fish",0.018,0.05,"UNID",NA,NA,1,0.018,NA,NA,NA
"201809151239-240",55,"Cynoscion nebulosus",40.87,50.65,0.892,0.801,0.006,0.006,"Crustacean",0.006,0.05,"Caridean spp","Decapoda",NA,3,0.006,NA,NA,NA
"201809151239-240",53,"Cynoscion nebulosus",54.68,64.56,2.484,2.255,0.047,0.047,"Fish",0.047,0.35,"UNID",NA,NA,2,0.047,NA,NA,NA
"201809151239-240",54,"Cynoscion nebulosus",29.77,36.33,0.332,0.272,0.001,0.001,"Crustacean",0.001,0.05,"UNID",NA,NA,2,0.001,NA,NA,NA
"201809151226-239",44,"Cynoscion nebulosus",29.27,34.38,0.258,0.229,0.001,0.001,"Crustacean",0.001,0.05,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"201809151226-239",45,"Cynoscion nebulosus",51.1,61.36,1.928,1.709,0.031,0.031,"Crustacean",0.031,0.1,"Caridean spp","Decapoda",NA,5,0.031,NA,NA,NA
"201809151226-239",46,"Cynoscion nebulosus",46.84,55.8,1.544,1.344,0.038,0.038,"Crustacean",0.038,0.1,"Caridean spp","Decapoda",NA,6,0.038,NA,NA,NA
"201809151226-239",43,"Cynoscion nebulosus",25.67,30.22,0.208,0.156,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809151543-270",32,"Cynoscion nebulosus",34.67,41.33,0.572,0.515,0.001,0.001,"Fish",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201809161130-304",31,"Cynoscion nebulosus",48.14,58.59,1.572,1.439,0.026,0.026,"Crustacean",0.026,0.15,"Caridean spp","Decapoda",NA,4,0.026,NA,NA,NA
"201809161012-291",38,"Cynoscion nebulosus",50.26,59.75,1.85,1.693,0.035,0.035,"Crustacean",0.035,0.15,"Caridean spp","Decapoda",NA,5,0.035,NA,NA,NA
"201809161012-291",39,"Cynoscion nebulosus",50.25,58.85,1.66,1.449,0.102,0.102,"Crustacean",0.102,0.25,"Caridean spp","Decapoda",NA,8,0.102,NA,NA,NA
"201809161012-291",40,"Cynoscion nebulosus",52.87,64.08,2.109,1.879,0.107,0.107,"Crustacean",0.107,0.25,"Caridean spp","Decapoda",NA,8,0.058,NA,NA,NA
"201809161012-291",40,"Cynoscion nebulosus",52.87,64.08,2.109,1.879,0.107,0.107,"Crustacean",0.107,0.25,"Hippolyte spp","Decapoda","Hippolytidae",1,0.016,NA,NA,3.43
"201809161012-291",40,"Cynoscion nebulosus",52.87,64.08,2.109,1.879,0.107,0.107,"Crustacean",0.107,0.25,"Hippolyte spp","Decapoda","Hippolytidae",1,0.019,NA,NA,2.86
"201809161012-291",40,"Cynoscion nebulosus",52.87,64.08,2.109,1.879,0.107,0.107,"Crustacean",0.107,0.25,"Hippolyte spp","Decapoda","Hippolytidae",1,0.014,NA,NA,NA
"201809161035-609",37,"Cynoscion nebulosus",26.97,32.4,0.222,0.176,0.001,0.001,"Misc",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201809161424-622",33,"Cynoscion nebulosus",64.7,75.97,3.561,3.331,0.107,0.107,"Fish",0.107,0.25,"UNID",NA,NA,1,0.107,NA,NA,NA
"201809171017-158",12,"Cynoscion nebulosus",19.57,24.15,0.094,0.071,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809171017-158",13,"Cynoscion nebulosus",20.95,25.13,0.088,0.059,0.001,0.001,"Fish",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201809171017-158",14,"Cynoscion nebulosus",31.16,35.94,0.393,0.303,0.022,0.022,"Fish",0.022,0.1,"UNID",NA,NA,3,0.022,NA,NA,NA
"201809171017-158",15,"Cynoscion nebulosus",27.91,34.48,0.275,0.23,0.001,0.001,"Fish",0.001,0.05,"UNID",NA,NA,2,0.001,NA,NA,NA
"201809171118-176",16,"Cynoscion nebulosus",32.34,37.22,0.386,0.301,0.022,0.022,"Fish",0.022,0.1,"Anchoa spp","Clupeiformes","Engraulidae",1,0.022,17.24,16.01,NA
"201809171340-133",10,"Cynoscion nebulosus",27.14,33.93,0.265,0.236,0.003,0.003,"Crustacean",0.003,0.05,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,NA
"201809171340-133",9,"Cynoscion nebulosus",52.49,61.96,1.905,1.711,0.01,0.01,"Fish",0.01,0.1,"UNID",NA,NA,1,0.01,NA,NA,NA
"201809171356-134",17,"Cynoscion nebulosus",31.76,37.16,0.35,0.333,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809171508-135",11,"Cynoscion nebulosus",44.84,54.92,1.225,1.125,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809171527-123",19,"Cynoscion nebulosus",44.97,53.5,1.27,1.167,0.003,0.003,"Crustacean",0.003,0.1,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,4.03
"201809171527-123",20,"Cynoscion nebulosus",44.63,54.4,1.36,1.196,0.004,0.004,"Crustacean",0.004,0.05,"Caridean spp","Decapoda",NA,3,0.004,NA,NA,NA
"201809171527-123",18,"Cynoscion nebulosus",36.06,45.28,0.816,0.732,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809171455-147",25,"Cynoscion nebulosus",49.54,61.66,1.56,1.456,0.001,0.001,"Fish",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201809171436-159",23,"Cynoscion nebulosus",40.33,48.37,0.784,0.691,0.013,0.013,"Crustacean",0.013,0.2,"Caridean spp","Decapoda",NA,1,0.007,NA,NA,NA
"201809171436-159",22,"Cynoscion nebulosus",25.67,31.04,0.2,0.177,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809171436-159",24,"Cynoscion nebulosus",42.54,52.42,1.056,0.912,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201809171436-159",23,"Cynoscion nebulosus",40.33,48.37,0.784,0.691,0.013,0.013,"Crustacean",0.013,0.2,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.006,NA,NA,3.33
"201809171436-159",21,"Cynoscion nebulosus",25.49,30.36,0.17,0.14,0.001,0.001,"Misc",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201810061029-253",90,"Cynoscion nebulosus",29.77,36.13,0.316,0.289,0.001,0.001,"Misc",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201810061029-253",91,"Cynoscion nebulosus",31.59,37.92,0.473,0.411,0.002,0.002,"Crustacean",0.002,0.05,"UNID",NA,NA,10,0.002,NA,NA,NA
"201810061011-266",94,"Cynoscion nebulosus",45.53,56.24,1.412,1.324,0.025,0.025,"Crustacean",0.025,0.1,"Caridean spp","Decapoda",NA,1,0.011,NA,NA,NA
"201810061011-266",27,"Cynoscion nebulosus",15.34,18.8,0.037,0.029,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201810061011-266",94,"Cynoscion nebulosus",45.53,56.24,1.412,1.324,0.025,0.025,"Crustacean",0.025,0.1,"Penaeid spp","Decapoda","Penaeidae",1,0.013,NA,NA,NA
"201810061011-266",28,"Cynoscion nebulosus",20.83,24.46,0.096,0.074,0.002,0.002,"Misc",0.002,0.05,"UNID",NA,NA,1,0.002,NA,NA,NA
"201810061011-266",92,"Cynoscion nebulosus",27.58,33.99,0.307,0.272,0.001,0.001,"Misc",0.001,0.025,"UNID",NA,NA,1,0.001,NA,NA,NA
"201810061011-266",93,"Cynoscion nebulosus",35.45,43.7,0.603,0.58,0.001,0.001,"Misc",0.001,0.025,"UNID",NA,NA,1,0.001,NA,NA,NA
"201810061011-266",94,"Cynoscion nebulosus",45.53,56.24,1.412,1.324,0.025,0.025,"Crustacean",0.025,0.1,"UNID",NA,NA,1,0.001,NA,NA,NA
"201810061134-280",64,"Cynoscion nebulosus",51.18,61.83,2.205,2.062,0.043,0.043,"Crustacean",0.043,0.2,"Caridean spp","Decapoda",NA,3,0.032,NA,NA,NA
"201810061134-280",63,"Cynoscion nebulosus",33.4,39.11,0.497,0.439,0.011,0.011,"Crustacean",0.011,0.1,"UNID",NA,NA,3,0.011,NA,NA,NA
"201810061134-280",64,"Cynoscion nebulosus",51.18,61.83,2.205,2.062,0.043,0.043,"Crustacean",0.043,0.2,"UNID",NA,NA,2,0.011,NA,NA,NA
"201810061134-280",65,"Cynoscion nebulosus",75.8,90.81,6.92,6.65,0.063,0.063,"Crustacean",0.063,0.2,"UNID",NA,NA,10,0.063,NA,NA,NA
"201810061134-280",66,"Cynoscion nebulosus",78.61,93.43,7.6,7.298,0.08,0.08,"Crustacean",0.08,0.2,"UNID",NA,NA,13,0.08,NA,NA,NA
"201810061046-279",70,"Cynoscion nebulosus",59.81,69.14,3.829,3.684,0.034,0.034,"Crustacean",0.034,0.1,"Caridean spp","Decapoda",NA,1,0.009,NA,NA,NA
"201810061046-279",71,"Cynoscion nebulosus",40.04,48.38,0.986,0.927,0.009,0.009,"Crustacean",0.009,0.05,"Caridean spp","Decapoda",NA,6,0.009,NA,NA,NA
"201810061046-279",75,"Cynoscion nebulosus",73.49,87.21,5.824,5.561,0.006,0.006,"Crustacean",0.006,0.05,"Caridean spp","Decapoda",NA,1,0.006,NA,NA,NA
"201810061046-279",76,"Cynoscion nebulosus",71.02,84.54,5.401,5.143,0.064,0.064,"Crustacean",0.064,0.2,"Caridean spp","Decapoda",NA,1,0.021,NA,NA,NA
"201810061046-279",73,"Cynoscion nebulosus",27.09,32.89,0.239,0.221,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201810061046-279",74,"Cynoscion nebulosus",35.92,43.12,0.642,0.602,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201810061046-279",70,"Cynoscion nebulosus",59.81,69.14,3.829,3.684,0.034,0.034,"Crustacean",0.034,0.1,"UNID",NA,NA,4,0.03,NA,NA,NA
"201810061046-279",72,"Cynoscion nebulosus",26.87,34.36,0.326,0.299,0.001,0.001,"Crustacean",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
"201810061046-279",76,"Cynoscion nebulosus",71.02,84.54,5.401,5.143,0.064,0.064,"Crustacean",0.064,0.2,"UNID",NA,NA,4,0.043,NA,NA,NA
"201810061229-241",68,"Cynoscion nebulosus",45.6,55.47,1.359,1.324,NA,NA,"Misc",NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
