"keyfield","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes"
"200911071424-402",2009,11,7,"14:24",402,"W",25.122,-80.668,"11/7/2009","Crocodile",NA,NA,NA,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,26,NA,NA,NA,NA,NA,NA
"200911071441-403",2009,11,7,"14:41",403,"E",25.11,-80.656,"11/7/2009","Crocodile",NA,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA
"200911071515-407",2009,11,7,"15:15",407,"S",25.133,-80.654,"11/7/2009","Crocodile",NA,NA,NA,453.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,NA,NA,NA,NA,NA,NA
"200911071500-408",2009,11,7,"15:00",408,"S",25.12,-80.642,"11/7/2009","Crocodile",NA,NA,NA,548.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,NA,NA,NA,NA,NA,NA
"200911071032-609",2009,11,7,"10:32",609,"S",25.141,-80.757,"11/7/2009","Whipray",NA,NA,NA,535.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA
"200911071149-616",2009,11,7,"11:49",616,"N",25.148,-80.691,"11/7/2009","Crocodile",NA,NA,NA,537.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,NA
"200911071352-619",2009,11,7,"13:52",619,"N",25.149,-80.668,"11/7/2009","Crocodile",NA,NA,NA,516.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,NA,NA,NA,NA,NA,NA
"200911071321-621",2009,11,7,"13:21",621,"S",25.167,-80.664,"11/7/2009","Crocodile",NA,NA,NA,539.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,NA,NA,NA,NA,NA,NA
"200911071335-622",2009,11,7,"13:35",622,"N",25.157,-80.651,"11/7/2009","Crocodile",NA,NA,NA,510.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,NA,NA,NA,NA,NA,NA
"200911080948-270",2009,11,8,"9:48",270,"N",25.071,-80.764,"11/8/2009","Whipray",NA,NA,NA,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,25.2,NA,NA,NA,NA,NA,NA
"200911081006-271",2009,11,8,"10:06",271,"S",25.058,-80.752,"11/8/2009","Whipray",NA,NA,NA,491.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25.5,NA,NA,NA,NA,NA,NA
"200911081108-282",2009,11,8,"11:08",282,"S",25.094,-80.762,"11/8/2009","Whipray",NA,NA,NA,451.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,25.5,NA,NA,NA,NA,NA,NA
"200911080911-256",2009,11,8,"9:11",256,"E",25.074,-80.787,"11/8/2009","Whipray",NA,NA,NA,583.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,26,NA,NA,NA,NA,NA,NA
"200911080855-257",2009,11,8,"8:55",257,"N",25.06,-80.778,"11/8/2009","Whipray",NA,NA,NA,415.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,26,NA,NA,NA,NA,NA,NA
"200911080830-258",2009,11,8,"8:30",258,"S",25.047,-80.766,"11/8/2009","Whipray",NA,NA,NA,457.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,26,NA,NA,NA,NA,NA,NA
"200911080931-269",2009,11,8,"9:31",269,"E",25.083,-80.776,"11/8/2009","Whipray",NA,NA,NA,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,26,NA,NA,NA,NA,NA,NA
"200911081053-283",2009,11,8,"10:53",283,"E",25.081,-80.75,"11/8/2009","Whipray",NA,NA,NA,489.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,NA,NA,NA,NA
"200911081022-284",2009,11,8,"10:22",284,"S",25.069,-80.738,"11/8/2009","Whipray",NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,NA,NA,NA,NA
"200911081038-294",2009,11,8,"10:38",294,"W",25.078,-80.728,"11/8/2009","Whipray",NA,NA,NA,499.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,NA,NA,NA,NA
"200911081216-324",2009,11,8,"12:16",324,"N",25.124,-80.694,"11/8/2009","Crocodile",NA,NA,NA,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,26,NA,NA,NA,NA,NA,NA
"200911081231-325",2009,11,8,"12:31",325,"S",25.112,-80.682,"11/8/2009","Crocodile",NA,NA,NA,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,NA,NA,NA,NA,NA,NA
"200911081245-326",2009,11,8,"12:45",326,"W",25.099,-80.67,"11/8/2009","Crocodile",NA,NA,NA,480.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,NA,NA,NA,NA,NA,NA
"200911081258-404",2009,11,8,"12:58",404,"W",25.099,-80.642,"11/8/2009","Crocodile",NA,NA,NA,472.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,26,NA,NA,NA,NA,NA,NA
"200911140915-228",2009,11,14,"9:15",228,"E",25.038,-80.806,"11/14/2009","Rankin",NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,19.6,NA,NA,NA,NA,NA,NA
"200911140903-229",2009,11,14,"9:03",229,"N",25.026,-80.794,"11/14/2009","Rankin",NA,NA,NA,581.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,20,NA,NA,NA,NA,NA,NA
"200911141002-227",2009,11,14,"10:02",227,"N",25.051,-80.818,"11/14/2009","Rankin",NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,20.6,NA,NA,NA,NA,NA,NA
"200911140945-136",2009,11,14,"9:45",136,"W",25.023,-80.912,"11/14/2009","West",NA,NA,NA,413.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,20.7,NA,NA,NA,NA,NA,NA
"200911141017-226",2009,11,14,"10:17",226,"E",25.064,-80.83,"11/14/2009","Rankin",NA,NA,NA,541.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,20.7,NA,NA,NA,NA,NA,NA
"200911140948-242",2009,11,14,"9:48",242,"S",25.062,-80.804,"11/14/2009","Rankin",NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,20.7,NA,NA,NA,NA,NA,NA
"200911140932-243",2009,11,14,"9:32",243,"W",25.049,-80.792,"11/14/2009","Rankin",NA,NA,NA,493.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,20.8,NA,NA,NA,NA,NA,NA
"200911140842-244",2009,11,14,"8:42",244,"E",25.036,-80.78,"11/14/2009","Rankin",NA,NA,NA,552.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,20.8,NA,NA,NA,NA,NA,NA
"200911141108-255",2009,11,14,"11:08",255,"S",25.085,-80.802,"11/14/2009","Rankin",NA,NA,NA,552.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,21.2,NA,NA,NA,NA,NA,NA
"200911141032-241",2009,11,14,"10:32",241,"S",25.075,-80.816,"11/14/2009","Rankin",NA,NA,NA,373.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,21.3,NA,NA,NA,NA,NA,NA
"200911141127-254",2009,11,14,"11:27",254,"W",25.098,-80.814,"11/14/2009","Rankin",NA,NA,NA,428.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,21.3,NA,NA,NA,NA,NA,NA
"200911141143-253",2009,11,14,"11:43",253,"S",25.111,-80.825,"11/14/2009","Rankin",NA,NA,NA,300.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,21.5,NA,NA,NA,NA,NA,NA
"200911141352-176",2009,11,14,"13:52",176,"N",25.1,-80.866,"11/14/2009","West",NA,NA,NA,537.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,22.1,NA,NA,NA,NA,NA,NA
"200911141324-224",2009,11,14,"13:24",224,"S",25.09,-80.853,"11/14/2009","Rankin",NA,NA,NA,298.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,22.1,NA,NA,NA,NA,NA,NA
"200911141225-239",2009,11,14,"12:25",239,"E",25.1,-80.839,"11/14/2009","Rankin",NA,NA,NA,409.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,22.1,NA,NA,NA,NA,NA,NA
"200911141245-240",2009,11,14,"12:45",240,"S",25.088,-80.828,"11/14/2009","Rankin",NA,NA,NA,468.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,22.5,NA,NA,NA,NA,NA,NA
"200911141304-225",2009,11,14,"13:04",225,"N",25.077,-80.842,"11/14/2009","Rankin",NA,NA,NA,422.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,22.6,NA,NA,NA,NA,NA,NA
"200911141410-172",2009,11,14,"14:10",172,"S",25.104,-80.891,"11/14/2009","West",NA,NA,NA,480.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,22.7,NA,NA,NA,NA,NA,NA
"200911141433-171",2009,11,14,"14:33",171,"E",25.117,-80.903,"11/14/2009","West",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,22.9,NA,NA,NA,NA,NA,NA
"200911141458-174",2009,11,14,"14:58",174,"S",25.128,-80.889,"11/14/2009","West",NA,NA,NA,577.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,22.9,NA,NA,NA,NA,NA,NA
"200911141532-251",2009,11,14,"15:32",251,"S",25.13252,-80.85127,"11/14/2009","Rankin",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,22.9,NA,NA,NA,NA,NA,NA
"200911141514-237",2009,11,14,"15:14",237,"E",25.126,-80.863,"11/14/2009","Rankin",NA,NA,NA,470.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,23.2,NA,NA,NA,NA,NA,NA
"200911151032-112",2009,11,15,"10:32",112,"E",25.001,-80.94,"11/15/2009","West",NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,20.2,NA,NA,NA,NA,NA,NA
"200911151011-135",2009,11,15,"10:11",135,"E",25.036,-80.924,"11/15/2009","West",NA,NA,NA,512.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,21,NA,NA,NA,NA,NA,NA
"200911151100-040",2009,11,15,"11:00",40,"W",25.016,-80.978,"11/15/2009","West",NA,NA,NA,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,21.3,NA,NA,NA,NA,NA,NA
"200911151128-023",2009,11,15,"11:28",23,"E",25.044,-81.027,"11/15/2009","West",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21.6,NA,NA,NA,NA,NA,NA
"200911151105-281",2009,11,15,"11:05",281,"S",25.107,-80.774,"11/15/2009","Whipray",NA,NA,NA,512.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,21.6,NA,NA,NA,NA,NA,NA
"200911151247-106",2009,11,15,"12:47",106,"E",25.078,-81.011,"11/15/2009","West",NA,NA,NA,422.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,22,NA,NA,NA,NA,NA,NA
"200911151308-107",2009,11,15,"13:08",107,"E",25.065,-80.999,"11/15/2009","West",NA,NA,NA,434.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,22,NA,NA,NA,NA,NA,NA
"200911151225-101",2009,11,15,"12:25",101,"W",25.08,-81.037,"11/15/2009","West",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22.2,NA,NA,NA,NA,NA,NA
"200911151327-117",2009,11,15,"13:27",117,"S",25.089,-80.997,"11/15/2009","West",NA,NA,NA,522.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,22.3,NA,NA,NA,NA,NA,NA
"200911151357-065",2009,11,15,"13:57",65,"E",25.123,-80.981,"11/15/2009","West",NA,NA,NA,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,22.4,NA,NA,NA,NA,NA,NA
"200911151441-068",2009,11,15,"14:41",68,"N",25.121,-80.955,"11/15/2009","West",NA,NA,NA,535.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,22.5,NA,NA,NA,NA,NA,NA
"200911151410-067",2009,11,15,"14:10",67,"W",25.134,-80.967,"11/15/2009","West",NA,NA,NA,472.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,22.6,NA,NA,NA,NA,NA,NA
"20091115NA-133",2009,11,15,NA,133,"E",25.061,-80.947,"11/15/2009","West",NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,22.8,NA,NA,NA,NA,NA,NA
"200911151512-144",2009,11,15,"15:12",144,"N",25.085,-80.945,"11/15/2009","West",NA,NA,NA,449.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,22.9,NA,NA,NA,NA,NA,NA
"200911151532-145",2009,11,15,"15:32",145,"N",25.072,-80.933,"11/15/2009","West",NA,NA,NA,279.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,22.9,NA,NA,NA,NA,NA,NA
"200911151605-159",2009,11,15,"16:05",159,"S",25.07,-80.907,"11/15/2009","West",NA,NA,NA,569.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,23,NA,NA,NA,NA,NA,NA
"200911160815-292",2009,11,16,"8:15",292,"W",25.105,-80.748,"11/16/2009","Whipray",NA,NA,NA,487.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,20.9,NA,NA,NA,NA,NA,NA
"200911160922-279",2009,11,16,"9:22",279,"S",25.133,-80.797,"11/16/2009","Rankin",NA,NA,NA,428.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,21.2,NA,NA,NA,NA,NA,NA
"200911160850-290",2009,11,16,"8:50",290,"S",25.131,-80.771,"11/16/2009","Whipray",NA,NA,NA,445.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,21.2,NA,NA,NA,NA,NA,NA
"200911160836-291",2009,11,16,"8:36",291,"N",25.118,-80.76,"11/16/2009","Whipray",NA,NA,NA,487.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,21.2,NA,NA,NA,NA,NA,NA
"200911160907-280",2009,11,16,"9:07",280,"S",25.12,-80.785,"11/16/2009","Rankin",NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,21.3,NA,NA,NA,NA,NA,NA
"200911161120-268",2009,11,16,"11:20",268,"E",25.09653,-80.78766,"11/16/2009","Whipray",NA,NA,NA,520.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,21.4,NA,NA,NA,NA,NA,NA
"200911160940-278",2009,11,16,"9:40",278,"S",25.145,-80.809,"11/16/2009","Rankin",NA,NA,NA,520.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,21.6,NA,NA,NA,NA,NA,NA
"200911161040-267",2009,11,16,"10:40",267,"E",25.109,-80.799,"11/16/2009","Rankin",NA,NA,NA,443.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21.7,NA,NA,NA,NA,NA,NA
"200911161017-266",2009,11,16,"10:17",266,"N",25.122,-80.811,"11/16/2009","Rankin",NA,NA,NA,543.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,21.8,NA,NA,NA,NA,NA,NA
"200911161000-265",2009,11,16,"10:00",265,"E",25.135,-80.823,"11/16/2009","Rankin",NA,NA,NA,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,22,NA,NA,NA,NA,NA,NA
"201005290845-124",2010,5,29,"8:45",124,"E",24.999,-80.914,"5/29/2010","West",NA,NA,NA,463.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.34,29.4,NA,NA,NA,NA,NA,NA
"201005291115-054",2010,5,29,"11:15",54,"S",25.091,-81.023,"5/29/2010","West",NA,NA,NA,394.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,29.9,NA,NA,NA,NA,NA,NA
"201005291345-147",2010,5,29,"13:45",147,"E",25.046,-80.91,"5/29/2010","West",NA,NA,NA,219.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,29.9,NA,NA,NA,NA,NA,NA
"201005291030-022",2010,5,29,"10:30",22,"E",25.056,-81.039,"5/29/2010","West",NA,NA,NA,412.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,30,NA,NA,NA,NA,NA,NA
"201005291005-024",2010,5,29,"10:05",24,"S",25.031,-81.015,"5/29/2010","West",NA,NA,NA,419.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,30,NA,NA,NA,NA,NA,NA
"201005291515-068",2010,5,29,"15:15",68,"N",25.121,-80.955,"5/29/2010","West",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,30,NA,NA,NA,NA,NA,NA
"201005291157-108",2010,5,29,"11:57",108,"E",25.052,-80.987,"5/29/2010","West",NA,NA,NA,348.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,NA,NA,NA,NA,NA,NA
"201005290940-112",2010,5,29,"9:40",112,"S",25.001,-80.94,"5/29/2010","West",NA,NA,NA,389.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,30,NA,NA,NA,NA,NA,NA
"201005291242-118",2010,5,29,"12:42",118,"W",25.076,-80.985,"5/29/2010","West",NA,NA,NA,220.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,30,NA,NA,NA,NA,NA,NA
"201005290915-122",2010,5,29,"9:15",122,"E",25.025,-80.938,"5/29/2010","West",NA,NA,NA,446.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,30,NA,NA,NA,NA,NA,NA
"201005291420-144",2010,5,29,"14:20",144,"E",25.085,-80.945,"5/29/2010","West",NA,NA,NA,353.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,30,NA,NA,NA,NA,NA,NA
"201005291402-145",2010,5,29,"14:02",145,"W",25.072,-80.933,"5/29/2010","West",NA,NA,NA,374.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,30,NA,NA,NA,NA,NA,NA
"201005291140-106",2010,5,29,"11:40",106,"N",25.078,-81.011,"5/29/2010","West",NA,NA,NA,434.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,30.1,NA,NA,NA,NA,NA,NA
"201005291440-157",2010,5,29,"14:40",157,"E",25.096,-80.931,"5/29/2010","West",NA,NA,NA,410.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,31.2,NA,NA,NA,NA,NA,NA
"201005291330-134",2010,5,29,"13:30",134,"N",25.048,-80.935,"5/29/2010","West",NA,NA,NA,315.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,31.4,NA,NA,NA,NA,NA,NA
"201005300910-237",2010,5,30,"9:10",237,"S",25.126,-80.863,"5/30/2010","Rankin",NA,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,28,NA,NA,NA,NA,NA,NA
"201005300927-176",2010,5,30,"9:27",176,"S",25.1,-80.866,"5/30/2010","West",NA,NA,NA,128.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,28.2,NA,NA,NA,NA,NA,NA
"201005300942-172",2010,5,30,"9:42",172,"S",25.104,-80.891,"5/30/2010","West",NA,NA,NA,393.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,29.6,NA,NA,NA,NA,NA,NA
"201005300855-251",2010,5,30,"8:55",251,"S",25.13252,-80.85127,"5/30/2010","Rankin",NA,NA,NA,281.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,30,NA,NA,NA,NA,NA,NA
"201005301053-265",2010,5,30,"10:53",265,"N",25.135,-80.823,"5/30/2010","Rankin",NA,NA,NA,180.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,30,NA,NA,NA,NA,NA,NA
"201005301106-278",2010,5,30,"11:06",278,"S",25.145,-80.809,"5/30/2010","Rankin",NA,NA,NA,377.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,30,NA,NA,NA,NA,NA,NA
"201005301025-073",2010,5,30,"10:25",73,"S",25.13,-80.915,"5/30/2010","West",NA,NA,NA,249.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,31.2,NA,NA,NA,NA,NA,NA
"201005301220-280",2010,5,30,"12:20",280,"W",25.12,-80.785,"5/30/2010","Rankin",NA,NA,NA,370.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,31.2,NA,NA,NA,NA,NA,NA
"201005300957-168",2010,5,30,"9:57",168,"W",25.094,-80.905,"5/30/2010","West",NA,NA,NA,393.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,31.5,NA,NA,NA,NA,NA,NA
"201005301305-253",2010,5,30,"13:05",253,"S",25.111,-80.825,"5/30/2010","Rankin",NA,NA,NA,138.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,32,NA,NA,NA,NA,NA,NA
"201005301234-267",2010,5,30,"12:34",267,"E",25.109,-80.799,"5/30/2010","Rankin",NA,NA,NA,438.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,32,NA,NA,NA,NA,NA,NA
"201005301457-156",2010,5,30,"14:57",156,"S",25.108,-80.943,"5/30/2010","West",NA,NA,NA,357.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,32.1,NA,NA,NA,NA,NA,NA
"201005301457-279",2010,5,30,"14:57",279,"S",25.133,-80.797,"5/30/2010","Rankin",NA,NA,NA,368.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,32.2,NA,NA,NA,NA,NA,NA
"201005301332-240",2010,5,30,"13:32",240,"N",25.088,-80.828,"5/30/2010","Rankin",NA,NA,NA,179.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,32.3,NA,NA,NA,NA,NA,NA
"201005301350-224",2010,5,30,"13:50",224,"S",25.09,-80.853,"5/30/2010","Rankin",NA,NA,NA,125.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,32.5,NA,NA,NA,NA,NA,NA
"201005301420-226",2010,5,30,"14:20",226,"E",25.064,-80.83,"5/30/2010","Rankin",NA,NA,NA,421.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,32.5,NA,NA,NA,NA,NA,NA
"201005301137-266",2010,5,30,"11:37",266,"W",25.122,-80.811,"5/30/2010","Rankin",NA,NA,NA,397.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,32.8,NA,NA,NA,NA,NA,NA
"201005301405-225",2010,5,30,"14:05",225,"S",25.077,-80.842,"5/30/2010","Rankin",NA,NA,NA,395.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,33,NA,NA,NA,NA,NA,NA
"201005301320-239",2010,5,30,"13:20",239,"E",25.1,-80.839,"5/30/2010","Rankin",NA,NA,NA,271.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,33,NA,NA,NA,NA,NA,NA
"201005301433-241",2010,5,30,"14:33",241,"S",25.075,-80.816,"5/30/2010","Rankin",NA,NA,NA,459.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,33,NA,NA,NA,NA,NA,NA
"201005301505-242",2010,5,30,"15:05",242,"E",25.062,-80.804,"5/30/2010","Rankin",NA,NA,NA,430.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,33,NA,NA,NA,NA,NA,NA
"201005301252-254",2010,5,30,"12:52",254,"S",25.098,-80.814,"5/30/2010","Rankin",NA,NA,NA,325.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,33,NA,NA,NA,NA,NA,NA
"201005301448-255",2010,5,30,"14:48",255,"S",25.085,-80.802,"5/30/2010","Rankin",NA,NA,NA,377.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,33,NA,NA,NA,NA,NA,NA
"201005301520-227",2010,5,30,"15:20",227,"W",25.051,-80.818,"5/30/2010","Rankin",NA,NA,NA,382.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,33.6,NA,NA,NA,NA,NA,NA
"201005301533-228",2010,5,30,"15:33",228,"N",25.038,-80.806,"5/30/2010","Rankin",NA,NA,NA,384.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,33.7,NA,NA,NA,NA,NA,NA
"201005310935-243",2010,5,31,"9:35",243,"S",25.049,-80.792,"5/31/2010","Rankin",NA,NA,NA,116.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,33.33,NA,NA,NA,NA,NA,NA
"201005311005-257",2010,5,31,"10:05",257,"E",25.06,-80.778,"5/31/2010","Whipray",NA,NA,NA,339.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,22.35,NA,NA,NA,NA,NA,NA
"201005310947-229",2010,5,31,"9:47",229,"W",25.026,-80.794,"5/31/2010","Rankin",NA,NA,NA,354.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,24.81,NA,NA,NA,NA,NA,NA
"201005311100-270",2010,5,31,"11:00",270,"N",25.071,-80.764,"5/31/2010","Whipray",NA,NA,NA,382.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,28.83,NA,NA,NA,NA,NA,NA
"201005310923-244",2010,5,31,"9:23",244,"S",25.036,-80.78,"5/31/2010","Rankin",NA,NA,NA,399.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,29.44,NA,NA,NA,NA,NA,NA
"201005310845-284",2010,5,31,"8:45",284,"W",25.069,-80.738,"5/31/2010","Whipray",NA,NA,NA,389.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,29.75,NA,NA,NA,NA,NA,NA
"201005311118-283",2010,5,31,"11:18",283,"S",25.081,-80.75,"5/31/2010","Whipray",NA,NA,NA,392.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,30.06,NA,NA,NA,NA,NA,NA
"201005311323-609",2010,5,31,"13:23",609,"E",25.141,-80.757,"5/31/2010","Whipray",NA,NA,NA,393.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30.06,NA,NA,NA,NA,NA,NA
"201005310855-271",2010,5,31,"8:55",271,"W",25.058,-80.752,"5/31/2010","Whipray",NA,NA,NA,395.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,30.37,NA,NA,NA,NA,NA,NA
"201005311228-324",2010,5,31,"12:28",324,"S",25.124,-80.694,"5/31/2010","Crocodile",NA,NA,NA,396.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30.68,NA,NA,NA,NA,NA,NA
"201005311130-282",2010,5,31,"11:30",282,"S",25.094,-80.762,"5/31/2010","Whipray",NA,NA,NA,399.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,30.99,NA,NA,NA,NA,NA,NA
"201005310830-294",2010,5,31,"8:30",294,"W",25.078,-80.728,"5/31/2010","Whipray",NA,NA,NA,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,31.3,NA,NA,NA,NA,NA,NA
"201005311355-302",2010,5,31,"13:55",302,"W",25.116,-80.734,"5/31/2010","Whipray",NA,NA,NA,400.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,31.3,NA,NA,NA,NA,NA,NA
"201005311035-268",2010,5,31,"10:35",268,"E",25.09653,-80.78766,"5/31/2010","Whipray",NA,NA,NA,399.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,31.6,NA,NA,NA,NA,NA,NA
